timestamp,club,max_speed,tempo,w.rotation,l.speed,t.spped,acc,rotation.x,rotation.y,rotation.z,userAcceleration.x,userAcceleration.y,userAcceleration.z,pitch,roll,yaw,gravity.x,gravity.y,gravity.z
1729110077363,7i,4.75361095448216,1.0s : 0.4s,-10.33777364514755,0.000255119077905082,0.08675601520390591,0.026620168102125818,0.17711736261844635,0.003659357549622655,0.007742162328213453,0.002239048480987549,-0.00899091362953186,-0.0249556303024292,-0.3481988396494899,1.610212034943078,2.806599570102417,0.9392588138580322,0.34120529890060425,0.03704073652625084
1729110077373,7i,4.75361095448216,1.0s : 0.4s,-10.33777364514755,0.0004977192476109133,0.0876245746266178,0.029289929102172745,0.1511147916316986,0.003204489592462778,0.006969046778976917,0.002548396587371826,-0.011611640453338623,-0.02676892653107643,-0.34824348630752205,1.609495152798892,2.8047885759015805,0.9392698407173157,0.3412472605705261,0.036366794258356094
1729110077383,7i,4.75361095448216,1.0s : 0.4s,-10.33777364514755,0.0007254148023734217,0.08706461583434749,0.028043975099618472,0.13137222826480865,-0.005503869149833918,0.00886621605604887,0.0009827613830566406,-0.01597750186920166,-0.023026466369628906,-0.34829417862513345,1.6087605354479009,2.803224520741668,0.9392791390419006,0.34129491448402405,0.035676129162311554
1729110077393,7i,4.75361095448216,1.0s : 0.4s,-10.33777364514755,0.000939478574327821,0.08680909621368824,0.024389567237739038,0.1337783932685852,-0.010454420000314713,0.008694708347320557,0.0029723644256591797,-0.015992462635040283,-0.0181729793548584,-0.34826139051654037,1.6079464993455597,2.80171877765486,0.9393189549446106,0.34126409888267517,0.03491192311048508
1729110077403,7i,4.75361095448216,1.0s : 0.4s,-10.33777364514755,0.0011486753281096723,0.08646776867941047,0.021946462996215103,0.13227824866771698,0.0028942313510924578,0.12335244566202164,0.003998398780822754,-0.008530378341674805,-0.019821520894765854,-0.34803357282834696,1.6072132059116875,2.800245445958095,0.9394221305847168,0.3410499393939972,0.0342259556055069
1729110077413,7i,4.75361095448216,1.0s : 0.4s,-10.33777364514755,0.0013632704136793982,0.09978933783481742,0.035448425442230015,0.14927160739898682,0.19367030262947083,-0.039368823170661926,0.03072071075439453,-0.010866165161132812,-0.013955473899841309,-0.3487329013338675,1.6065979345202603,2.799149985476523,0.9392042756080627,0.3417072594165802,0.03363939747214317
1729110077423,7i,4.75361095448216,1.0s : 0.4s,-10.33777364514755,0.0014762440717814803,0.12966800803275808,0.052176316969091266,0.10654105991125107,0.17425866425037384,-0.36489689350128174,-0.04435473680496216,-0.02553725242614746,-0.01014268770813942,-0.3485946266858688,1.6056559722824033,2.798240051069232,0.9392826557159424,0.34157729148864746,0.03275632858276367
1729110077433,7i,4.75361095448216,1.0s : 0.4s,-10.33777364514755,0.0015889888981940167,0.12830019478761281,0.006824780554968083,0.06763360649347305,0.050377193838357925,-0.17771075665950775,0.0025049448013305664,-0.005759388208389282,-0.002670641988515854,-0.34826736828705285,1.6048609210510407,2.7972936539927344,0.939420223236084,0.34126970171928406,0.03201335296034813
1729110077443,7i,4.75361095448216,1.0s : 0.4s,-10.33777364514755,0.0017275432214663299,0.09442533291860662,0.048667630556949594,0.08080106973648071,-0.021877650171518326,0.04359626770019531,0.04839855432510376,-0.004670202732086182,0.002075430005788803,-0.3482124238670385,1.6043399037179398,2.796334012142992,0.9394554495811462,0.3412180542945862,0.03152452036738396
1729110077453,7i,4.75361095448216,1.0s : 0.4s,-10.33777364514755,0.0018621289990839577,0.07455850192754726,0.014216047556989832,0.07578926533460617,-0.031384602189064026,0.0240289568901062,-0.007422983646392822,-0.005476713180541992,-0.010816697031259537,-0.3480802088575542,1.6036707652351265,2.79534980569014,0.939521312713623,0.3410937786102295,0.030897367745637894
