timestamp,club,max_speed,tempo,w.rotation,l.speed,t.spped,acc,rotation.x,rotation.y,rotation.z,userAcceleration.x,userAcceleration.y,userAcceleration.z,pitch,roll,yaw,gravity.x,gravity.y,gravity.z,impactIndex,minDownIndex,StartIndex,endIndex
1731654897639,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.0004267055746637635,0.1397483059356334,0.12716942926907993,0.6699283719062805,-0.02652723714709282,-0.17980119585990906,0.05620449781417847,0.05799946188926697,-0.09823024272918701,-0.3337841591101677,2.0472619608743963,2.9349310960797763,0.8395780324935913,0.3276206851005554,0.43332868814468384, 188, 130, 0, 157
1731654897629,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.0008310210076328606,0.23131566534712547,0.09922245604450698,0.6450456976890564,0.02923811413347721,-0.15526041388511658,0.03881490230560303,0.06333863735198975,-0.06577777862548828,-0.3292993654566828,2.0490649404322796,2.9402404855025894,0.840091347694397,0.32338011264801025,0.43551358580589294, 188, 130, 0, 157
1731654897649,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.002599041017692991,0.2849237855690535,0.12677566003110635,0.5769651532173157,-0.003351077903062105,-0.20583200454711914,0.044740259647369385,0.03429731726646423,-0.11355206370353699,-0.33844468143104417,2.0454302682230163,2.9299343040538983,0.8390029072761536,0.3320204019546509,0.4310874938964844, 188, 130, 0, 157
1731654897659,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.00431948373691716,0.3061524213100807,0.09260579576538504,0.49495601654052734,0.019905509427189827,-0.19235479831695557,0.013437986373901367,0.010326594114303589,-0.09104183316230774,-0.34263662085726965,2.044186667252362,2.9259460838955618,0.8382923007011414,0.3359716236591339,0.42940554022789, 188, 130, 0, 157
1731654897669,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.0060014924412503026,0.3121063827494046,0.06479516038822898,0.43082523345947266,0.047872960567474365,-0.23826849460601807,0.007107257843017578,0.006896644830703735,-0.0640338659286499,-0.34670247731198367,2.043331055365796,2.9224626688497226,0.8374361991882324,0.33979833126068115,0.4280628561973572, 188, 130, 0, 157
1731654897679,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.007398502792300573,0.2861452596477717,0.0388708892248805,0.23620083928108215,0.09084608405828476,-0.27534613013267517,0.02382493019104004,-0.014113932847976685,-0.027278482913970947,-0.35051695598018306,2.0433871116624025,2.920580786053656,0.8362520933151245,0.3433833718299866,0.42751672863960266, 188, 130, 0, 157
1731654897689,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.008601379244667914,0.27040765770871433,0.06149262061210391,0.22881987690925598,0.08967269212007523,-0.2776191234588623,0.03975600004196167,-0.0013245046138763428,0.04689401388168335,-0.3539444251983232,2.0440321791685454,2.919836938704384,0.8349236845970154,0.34660041332244873,0.4275171756744385, 188, 130, 0, 157
1731654897699,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.00968068701462887,0.2794927323810141,0.07615153053641327,0.30480578541755676,0.09723544865846634,-0.3253282904624939,0.06867873668670654,0.01134878396987915,0.030878663063049316,-0.3578748752455687,2.0445536335013252,2.918646291987934,0.8334819078445435,0.35028454661369324,0.42732763290405273, 188, 130, 0, 157
1731654897709,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.010845651852416743,0.30802679480694134,0.07961135912254572,0.34816792607307434,0.12953400611877441,-0.42889970541000366,0.06802713871002197,0.00641399621963501,-0.040855079889297485,-0.3626263692510976,2.045254789365823,2.9175456085733336,0.8316920399665833,0.354731023311615,0.42714667320251465, 188, 130, 0, 157
1731654897719,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.012085917057320025,0.3560477106249317,0.07687829233802325,0.5415666103363037,0.15035229921340942,-0.4163290858268738,0.03261101245880127,0.028035461902618408,-0.06372445821762085,-0.3684920978647189,2.0458533200991793,2.9152095290139965,0.8295714855194092,0.3602091670036316,0.42668527364730835, 188, 130, 0, 157
1731654897729,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.013527478820682013,0.38915670105195704,0.09571446492202408,0.5165800452232361,0.17600545287132263,-0.43155890703201294,0.00829237699508667,0.021030902862548828,-0.093006432056427,-0.37466692614530717,2.0464476908923754,2.912320274936054,0.8273248076438904,0.36596259474754333,0.42615172266960144, 188, 130, 0, 157
1731654897739,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.014955179962862173,0.42483509361123,0.06806418710041427,0.5735746026039124,0.18174225091934204,-0.4601074457168579,0.007626533508300781,-0.003932327032089233,-0.06752115488052368,-0.3811186846597982,2.0471177900002537,2.9092961167011806,0.8249236345291138,0.3719591200351715,0.4256145656108856, 188, 130, 0, 157
1731654897749,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.016296075691317052,0.4624170593116419,0.07349683575414549,0.5699199438095093,0.2757837772369385,-0.5269736051559448,0.0134926438331604,-0.05857154726982117,-0.0422978401184082,-0.38811205028410367,2.0479306936210624,2.906129338481415,0.8222464919090271,0.37844154238700867,0.42508000135421753, 188, 130, 0, 157
1731654897759,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.01724985210088007,0.6065874348053231,0.10340725201370557,0.4498164653778076,0.9691541790962219,-1.106628656387329,0.006919503211975098,-0.09904792904853821,-0.02889096736907959,-0.3953044993854348,2.0488430442983123,2.903632490307936,0.8194202184677124,0.3850892186164856,0.42456674575805664, 188, 130, 0, 157
1731654897769,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.01787618680598845,0.7549348005823701,0.09131053844749487,0.44210901856422424,1.1634377241134644,-1.1592903137207031,0.02891695499420166,-0.08344906568527222,0.023187875747680664,-0.40079532521418104,2.048546823973403,2.901210900702659,0.8176559209823608,0.3901507556438446,0.4233454167842865, 188, 130, 0, 157
1731654897779,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.018225646835416883,0.7117185403720384,0.0860415773575365,0.37992510199546814,0.44878149032592773,-0.6993407607078552,0.015190184116363525,-0.07465729117393494,0.03998374938964844,-0.40724778423464697,2.04998264319833,2.9003575007721563,0.8147963881492615,0.3960837125778198,0.423349529504776, 188, 130, 0, 157
1731654897789,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.018518830772941905,0.6200688771527613,0.06962362797736747,0.32506319880485535,0.12743224203586578,-0.5395904779434204,-0.018587827682495117,-0.061644941568374634,0.026492327451705933,-0.41385823789714044,2.0517468544075794,2.9001160431142594,0.8117091059684753,0.40214481949806213,0.42356571555137634, 188, 130, 0, 157
1731654897799,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.01876810838158004,0.5593569911104277,0.03950156600156958,0.3621788024902344,0.1268443912267685,-0.5211491584777832,-0.022854983806610107,-0.021570205688476562,0.023932188749313354,-0.42011088849125616,2.0529453911159443,2.8994600259042307,0.8089572191238403,0.40786170959472656,0.4233640730381012, 188, 130, 0, 157
1731654897809,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.018945633538220773,0.5243588070909856,0.04323713946894952,0.4318303167819977,0.12488136440515518,-0.5110472440719604,-0.025333285331726074,0.00670778751373291,0.03439012169837952,-0.42653371065317036,2.053717466850331,2.898244183479378,0.8062931895256042,0.4137175679206848,0.42276322841644287, 188, 130, 0, 157
1731654897819,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.019045019587925014,0.49553760722773843,0.046620505992685676,0.4428657293319702,0.08338505774736404,-0.47931089997291565,-0.029040753841400146,0.018005669116973877,0.031715959310531616,-0.4329890606700955,2.054004185728502,2.896479810733528,0.8037904500961304,0.4195858836174011,0.42174482345581055, 188, 130, 0, 157
1731654897829,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.019057052354844135,0.47015684119880197,0.05417496887516931,0.4352669417858124,0.054037291556596756,-0.44888269901275635,-0.035700976848602295,0.02852645516395569,0.029096543788909912,-0.4391084817464871,2.053877962003712,2.894582623790428,0.8015549778938293,0.425132691860199,0.4204428493976593, 188, 130, 0, 157
1731654897839,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.019002288421095054,0.4459752103329514,0.04416989564190859,0.40766799449920654,0.015124247409403324,-0.43024325370788574,-0.03479796648025513,0.01888921856880188,0.019577503204345703,-0.4449761489143573,2.0533864889887727,2.8926276093054497,0.7995379567146301,0.4304363429546356,0.41888391971588135, 188, 130, 0, 157
1731654897849,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.018936333612406354,0.4190569747940845,0.044322635808943286,0.3677850365638733,-0.034417737275362015,-0.3996051847934723,-0.04142868518829346,-0.01383945345878601,-0.007525265216827393,-0.45042515430904073,2.052601103276272,2.8910026102759057,0.797776460647583,0.4353483319282532,0.41716283559799194, 188, 130, 0, 157
1731654897859,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.018936693141012352,0.38904689937618786,0.057907959958139944,0.3233157694339752,-0.06525883078575134,-0.35920801758766174,-0.04197925329208374,-0.02830296754837036,-0.02810722589492798,-0.45539513533765136,2.051449253681418,2.8895184202418425,0.7963278889656067,0.4398172199726105,0.41523802280426025, 188, 130, 0, 157
1731654897869,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.019022115292031055,0.3503093429076674,0.06261875072291748,0.22885210812091827,-0.07628431916236877,-0.3169289827346802,-0.040908217430114746,-0.03740033507347107,-0.02913486957550049,-0.45966773094963337,2.050288605264403,2.8884977335581925,0.7951349020004272,0.44365036487579346,0.4134428799152374, 188, 130, 0, 157
1731654897879,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.019118818991340752,0.30450883739212875,0.06069749522153679,0.12358547747135162,-0.0832691639661789,-0.2747575044631958,-0.045307040214538574,-0.03876405954360962,-0.011349260807037354,-0.46309932286634997,2.049396620562982,2.8883004619394335,0.7941474914550781,0.4467231333255768,0.4120299518108368, 188, 130, 0, 157
1731654897889,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.019181358544716528,0.2597052246881272,0.06297364664688487,0.08837395906448364,-0.08761677891016006,-0.21281370520591736,-0.05055338144302368,-0.03659990429878235,0.008395403623580933,-0.4657475980270299,2.0486236757006537,2.8885432156290993,0.793412446975708,0.4490908980369568,0.41087058186531067, 188, 130, 0, 157
1731654897899,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.01922564948354286,0.23082608881192376,0.06612785988325513,0.05941507965326309,0.03947743400931358,-0.2542573809623718,-0.05305206775665283,-0.03867143392562866,0.007930457592010498,-0.4680331822606563,2.048228462635749,2.8888960478481835,0.7926609516143799,0.4511318504810333,0.41008418798446655, 188, 130, 0, 157
1731654897909,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.01919762787706671,0.31287459641511217,0.07497984080577065,0.02576391026377678,0.7161387205123901,-0.638513445854187,-0.07089000940322876,-0.023074448108673096,0.008009552955627441,-0.46987768991798745,2.0476490564679763,2.8892985579358412,0.7921577095985413,0.452777236700058,0.4092422127723694, 188, 130, 0, 157
1731654897919,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.019163744611656104,0.37732010686580003,0.05046286549105299,0.1444939523935318,0.7654404044151306,-0.4028342366218567,-0.04544037580490112,0.020285367965698242,0.008377164602279663,-0.4702947726738245,2.045176591922327,2.888512348240708,0.7929989099502563,0.45314908027648926,0.4071960151195526, 188, 130, 0, 157
1731654897929,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.01913662000488644,0.3048344076802645,0.04949193446458065,0.09372131526470184,0.1358635425567627,-0.1257629692554474,-0.03517204523086548,0.03472322225570679,-0.002583920955657959,-0.471661320069525,2.0441930541326307,2.88798118987736,0.7928473353385925,0.4543668329715729,0.4061332643032074, 188, 130, 0, 157
1731654897939,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.01907734901183149,0.20382493250763534,0.050657132199408886,-0.036298129707574844,-0.14145684242248535,-0.06382393091917038,-0.03716176748275757,0.03019765019416809,0.016530275344848633,-0.47273357834629465,2.0437099269283108,2.888656621104636,0.7926091551780701,0.4553217589855194,0.4055279493331909, 188, 130, 0, 157
1731654897949,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.01855112106585527,0.13551504882108856,0.08236794684137246,0.014728834852576256,-0.13968823850154877,-0.03059433586895466,-0.040550947189331055,0.023441046476364136,0.06775408983230591,-0.4731243643695536,2.042560836770313,2.8890455175038756,0.792915940284729,0.455669641494751,0.4045359492301941, 188, 130, 0, 157
1731654897959,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.01803514342802729,0.09830503157767535,0.06353253768666861,0.0018226236570626497,-0.12038031965494156,-0.04970105364918709,-0.01227182149887085,-0.031052500009536743,0.05405116081237793,-0.4735406570488123,2.041284937577452,2.889092115122837,0.793262243270874,0.4560401737689972,0.40343788266181946, 188, 130, 0, 157
1731654897969,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.01762965146136682,0.09498018096297861,0.05667742703009746,-0.07288490235805511,-0.08185157179832458,-0.12462509423494339,-0.008703351020812988,-0.05336657166481018,0.016987979412078857,-0.4739072466616969,2.040379721955711,2.889800514020531,0.7934780120849609,0.4563663899898529,0.40264397859573364, 188, 130, 0, 157
1731654897979,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.017315085372828342,0.09618416149859872,0.040066565933330744,-0.12212162464857101,-0.03005264326930046,-0.15109048783779144,-0.004149436950683594,-0.03697150945663452,0.0148734450340271,-0.47403643968572046,2.039924526714074,2.8911598517059764,0.793608546257019,0.45648133754730225,0.4022560715675354, 188, 130, 0, 157
1731654897989,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.017114102837462387,0.1004085492214034,0.06387321186490015,-0.18203794956207275,-0.07405045628547668,-0.10707057267427444,0.005631685256958008,-0.059117674827575684,0.0235196053981781,-0.4737170396284912,2.039983126792167,2.892984333505708,0.7937151789665222,0.4561971426010132,0.40236857533454895, 188, 130, 0, 157
1731654897999,9i,7.571791101840169,1.6s : 0.3s,-1.056844033687824,0.017130595582216798,0.10834500873151731,0.09186166476287125,-0.19655856490135193,-0.19461247324943542,-0.011997582390904427,0.007581353187561035,-0.08406087756156921,0.03626096248626709,-0.47307720778544554,2.040393193354816,2.8952001851531906,0.793810248374939,0.4556276798248291,0.4028260111808777, 188, 130, 0, 157
