seqNo,timestamp,rotation.x,rotation.y,rotation.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
Swing 4,1726682698702,0.5760794878005980,3.8546085357666000,3.0809714794158900,1.5209048986434900,-0.7827035188674930,1.2333636283874500
Swing 4,1726682698712,0.5780816674232480,4.358005523681640,3.537381172180180,1.7036762237548800,-0.8059536814689640,1.2940117120742800
Swing 4,1726682698722,0.5861726403236390,4.892171382904050,3.9991180896759000,1.9591753482818600,-0.8675845861434940,1.3368299007415800
Swing 4,1726682698732,0.5478626489639280,5.441460609436040,4.473477840423580,2.251690626144410,-0.9497969150543210,1.3967196941375700
Swing 4,1726682698742,0.4809400737285610,6.041311264038090,4.9693169593811000,2.6055877208709700,-0.9911407232284550,1.493412971496580
Swing 4,1726682698752,0.41157615184783900,6.717367649078370,5.489645481109620,3.0304765701293900,-1.0338414907455400,1.5692086219787600
Swing 4,1726682698762,0.29090169072151200,7.45172119140625,6.119044780731200,3.5231714248657200,-1.046391248703000,1.6262590885162400
Swing 4,1726682698772,0.11140529066324200,8.221417427062990,6.76217794418335,4.077338695526120,-1.034389615058900,1.7030706405639600
Swing 4,1726682698782,-0.10519678890705100,9.059027671813970,7.533743858337400,4.744915008544920,-1.0218883752822900,1.7567980289459200
Swing 4,1726682698792,-0.3526065945625310,9.995077133178710,8.340311050415040,5.559810638427730,-0.9401377439498900,1.8928308486938500
Swing 4,1726682698802,-0.5608679056167600,10.996641159057600,9.099480628967290,6.4602203369140600,-0.8202163577079770,1.908527135849000
Swing 4,1726682698812,-0.9089913964271550,11.885571479797400,9.668941497802730,7.4640727043151900,-0.5870004892349240,1.6497173309326200
Swing 4,1726682698822,-1.3761959075927700,12.518397331237800,10.319364547729500,8.685461044311520,-0.11851620674133300,1.323790192604070
Swing 4,1726682698832,-2.7839596271514900,12.67681884765630,10.818326950073200,10.013775825500500,0.7077683210372930,0.9276394248008730
Swing 4,1726682698842,-5.409049034118650,12.408539772033700,11.073781967163100,11.148497581481900,1.8226244449615500,0.37078672647476200
Swing 4,1726682698852,-8.736360549926760,11.62706470489500,11.380892753601100,11.788556098938000,2.8982741832733200,-0.24359291791915900
Swing 4,1726682698862,-12.988868713378900,10.43935775756840,12.056441307067900,12.174819946289100,4.165864944458010,-0.9917740821838380
Swing 4,1726682698872,-17.546051025390600,8.885943412780760,12.782952308654800,12.215853691101100,6.186337471008300,-1.31405508518219
Swing 4,1726682698882,-19.366365432739300,5.237843990325930,13.284928321838400,11.67021369934080,8.702234268188480,-0.7274067401885990
Swing 4,1726682698892,-19.8598690032959,1.4978277683258100,13.622011184692400,10.586612701416000,11.57360553741460,-0.0987292230129242
Swing 4,1726682698902,-21.26249885559080,-0.8748196959495540,15.561695098877000,8.632761001586910,13.629626274108900,0.9004162549972530
Swing 4,1726682698912,-22.70547866821290,-3.2809910774231000,17.16136360168460,6.532953262329100,14.1266450881958,2.3387675285339400
Swing 4,1726682698922,-24.49180793762210,-3.9327175617218000,16.552947998046900,5.3325114250183100,12.272255897522000,3.619704246521000
Swing 4,1726682698932,-4.3647308349609400,-0.685732901096344,17.304149627685500,3.412463665008550,8.160375595092770,4.384563446044920
Swing 4,1726682698942,-21.162019729614300,3.9325647354126000,15.459136009216300,3.642404079437260,9.847503662109380,-2.7065298557281500
Swing 4,1726682698952,-42.72511291503910,-2.2928500175476100,-5.073165416717530,4.947425365448000,1.9873567819595300,-0.7485287189483640
Swing 4,1726682698962,-21.066190719604500,-14.579751014709500,2.857919931411740,-4.035130500793460,-21.660356521606400,11.194089889526400
Swing 4,1726682698972,-11.643118858337400,-10.452298164367700,5.605527400970460,15.506695747375500,18.593000411987300,11.584942817688000
Swing 4,1726682698982,-12.66156005859380,-12.454297065734900,4.335740089416500,6.529128074646000,18.753828048706100,-0.9731876850128170
Swing 4,1726682698992,-14.730843544006300,-13.264897346496600,-0.9419506788253780,0.06978094577789310,1.8235366344451900,2.672999858856200
Swing 4,1726682699002,-14.0800199508667,-13.27819538116460,-2.2313804626464800,5.428747653961180,0.4987242817878720,1.65894615650177
Swing 4,1726682699012,-10.970858573913600,-12.241498947143600,-3.079735279083250,3.317537307739260,0.9125016927719120,2.1524102687835700
Swing 4,1726682699022,-10.479369163513200,-11.761295318603500,-6.251564979553220,3.7519166469574000,1.8830952644348100,2.8607840538024900
Swing 4,1726682699032,-8.839021682739260,-10.808087348938000,-7.753533840179440,3.8300600051879900,-0.06397867202758790,2.6577024459838900
Swing 4,1726682699042,-6.847495079040530,-9.746282577514650,-8.4955472946167,3.571831226348880,-0.663576602935791,3.567995071411130
Swing 4,1726682699052,-4.775458812713620,-8.919713020324710,-9.209930419921880,2.9191091060638400,-0.24228912591934200,3.668642282485960
Swing 4,1726682699062,-3.1738409996032700,-8.517553329467770,-9.862397193908690,2.2200136184692400,-0.12577193975448600,2.632905960083010
Swing 4,1726682699072,-1.4139823913574200,-8.635340690612790,-9.760713577270510,2.2646751403808600,-0.4646233320236210,1.6721829175949100
Swing 4,1726682699082,-0.9197295308113100,-8.891115188598630,-10.007610321044900,2.0457711219787600,-0.552666425704956,0.9561878442764280
Swing 4,1726682699092,-0.23979760706424700,-8.916359901428220,-9.902640342712400,2.1125450134277300,-0.4424815773963930,0.6848646402359010
Swing 4,1726682699102,0.5772932171821590,-8.55394458770752,-9.43970012664795,2.2111055850982700,-0.024539709091186500,0.7016128301620480
Swing 4,1726682699112,1.6534568071365400,-8.046070098876950,-8.847155570983890,2.484071969985960,0.7802914977073670,0.5825011134147640
Swing 4,1726682699122,2.580085277557370,-7.083400249481200,-9.518391609191900,2.8393805027008100,1.399474859237670,0.6145069599151610
Swing 4,1726682699132,3.7917582988739000,-6.252009868621830,-9.242541313171390,3.288262367248540,1.1151388883590700,1.0131357908248900
Swing 4,1726682699142,4.878763198852540,-5.601800441741940,-8.651673316955570,3.3687026500701900,1.1842199563980100,0.9646424055099490
Swing 4,1726682699152,5.441869258880620,-5.101067066192630,-8.31429672241211,3.310788631439210,1.1355984210968000,0.7595807909965520
Swing 4,1726682699162,5.855676651000980,-4.545058727264400,-7.95228385925293,3.0235817432403600,0.731769859790802,0.7500692009925840
Swing 4,1726682699172,6.435037612915040,-3.8010833263397200,-7.505927085876470,2.7320499420166000,0.798535168170929,0.7571430802345280
Swing 4,1726682699182,6.842988014221190,-3.112128257751470,-7.3751654624939000,2.8418166637420700,1.2738211154937700,0.9610540866851810
Swing 4,1726682699192,6.915179252624510,-2.6561825275421100,-7.298948287963870,2.781588554382320,1.3238403797149700,1.3561900854110700
