seqNo,timestamp,rotation.x,rotation.y,rotation.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
Swing 8,1726682815756,0.5100546479225160,1.5072238445282000,1.2136591672897300,1.3564445972442600,-0.8209623694419860,1.2361547946929900
Swing 8,1726682815766,0.5411089658737180,1.9634462594986000,1.5784573554992700,1.4749228954315200,-0.8636353015899660,1.2407268285751300
Swing 8,1726682815776,0.5394713282585140,2.391529083251950,1.9358437061309800,1.6146750450134300,-0.8448457717895510,1.2436038255691500
Swing 8,1726682815786,0.5577911734580990,2.8604795932769800,2.3194727897644000,1.7579989433288600,-0.8794869780540470,1.2542760372161900
Swing 8,1726682815796,0.5582399368286130,3.364377737045290,2.7490930557251000,1.9398653507232700,-0.8654570579528810,1.2921446561813400
Swing 8,1726682815806,0.595838725566864,3.926525354385380,3.2054786682128900,2.1372716426849400,-0.9099761247634890,1.2968446016311600
Swing 8,1726682815816,0.6022272109985350,4.5515055656433100,3.7062063217163100,2.3898205757141100,-0.9640079736709600,1.3878600597381600
Swing 8,1726682815826,0.6067958474159240,5.205798149108890,4.236920356750490,2.7068023681640600,-1.0420361757278400,1.4942444562912000
Swing 8,1726682815836,0.5818122625350950,5.930793762207030,4.814470291137700,3.1849679946899400,-1.0718748569488500,1.542067050933840
Swing 8,1726682815846,0.5215837955474850,6.708148956298830,5.417031288146970,3.714503049850460,-1.0968998670578000,1.6499640941619900
Swing 8,1726682815856,0.4321790337562560,7.563180446624760,6.128755569458010,4.389519691467290,-1.0049525499343900,1.7298152446746800
Swing 8,1726682815866,0.23144514858722700,8.495439529418950,6.891777515411380,5.096344947814940,-0.9457839727401730,1.7816669940948500
Swing 8,1726682815876,-0.0031243483535945400,9.593682289123540,7.837233066558840,6.030084609985350,-0.8220604062080380,1.919346570968630
Swing 8,1726682815886,-0.27691301703453100,10.735057830810500,8.776533126831060,7.060409069061280,-0.6615937352180480,1.879289150238040
Swing 8,1726682815896,-0.5272265672683720,11.798710823059100,9.501575469970700,8.152585983276370,-0.5141191482543950,1.5963497161865200
Swing 8,1726682815906,-0.878582239151001,12.649483680725100,10.194957733154300,9.492810249328610,-0.08763635158538820,1.1868847608566300
Swing 8,1726682815916,-1.6587756872177100,13.300985336303700,10.62814998626710,10.948816299438500,0.6027156710624700,0.7574377059936520
Swing 8,1726682815926,-3.034653663635250,13.710453033447300,11.153959274292000,12.225509643554700,1.655469536781310,0.4130662679672240
Swing 8,1726682815936,-5.180129528045650,13.58041000366210,11.76988697052000,13.45748519897460,3.36259388923645,-0.19927871227264400
Swing 8,1726682815946,-8.356157302856450,12.967589378356900,12.461806297302200,14.034372329711900,5.320738792419430,-1.1313130855560300
Swing 8,1726682815956,-12.44786548614500,12.542706489563000,13.470800399780300,13.97787857055660,7.243906021118160,-2.0449514389038100
Swing 8,1726682815966,-18.20015525817870,10.529321670532200,13.243896484375,13.047361373901400,9.623010635375980,-2.017282485961910
Swing 8,1726682815976,-21.75518226623540,6.8897199630737300,12.698325157165500,11.527364730835000,12.580327987670900,-0.6343069076538090
Swing 8,1726682815986,-22.550870895385700,1.437354326248170,13.096680641174300,9.882414817810060,15.008780479431200,0.47668200731277500
Swing 8,1726682815996,-25.282434463501000,-2.912231922149660,15.259023666381800,7.316082000732420,14.962793350219700,2.3034720420837400
Swing 8,1726682816006,-26.980138778686500,-5.99293851852417,16.17641258239750,4.801109313964840,13.931031227111800,5.320095539093020
Swing 8,1726682816016,-26.795669555664100,-7.32772970199585,17.797523498535200,2.941446304321290,10.575993537902800,6.458596706390380
Swing 8,1726682816026,-17.23051643371580,-5.9356303215026900,12.951318740844700,2.110438346862790,7.795879364013670,3.670806407928470
Swing 8,1726682816036,-13.204745292663600,6.2962493896484400,20.90983009338380,9.21502685546875,11.58092212677000,-3.8522121906280500
Swing 8,1726682816046,-38.30574417114260,-2.59358811378479,-6.54845666885376,-6.182854652404790,-17.293392181396500,0.9953787326812740
Swing 8,1726682816056,-36.30189895629880,-30.346336364746100,-5.786421775817870,3.171180248260500,-6.901366233825680,21.457246780395500
Swing 8,1726682816066,-11.080252647399900,-8.277045249938970,8.116768836975100,15.657755851745600,31.62936019897460,5.784459590911870
Swing 8,1726682816076,-12.684350967407200,-13.154729843139600,-2.329058885574340,0.2696632146835330,10.190454483032200,0.8541577458381650
Swing 8,1726682816086,-13.75644588470460,-14.116775512695300,-4.390109539031980,0.11727464199066200,-0.8768619298934940,2.166132926940920
Swing 8,1726682816096,-11.824417114257800,-13.019689559936500,-4.835078716278080,5.408467769622800,2.1299216747283900,-0.6278491616249080
Swing 8,1726682816106,-9.61044692993164,-12.755817413330100,-6.740962505340580,3.629257917404180,0.6554253697395330,1.3154940605163600
Swing 8,1726682816116,-8.789803504943850,-11.888586044311500,-8.80221176147461,3.670332431793210,-0.4339929223060610,2.106337547302250
Swing 8,1726682816126,-6.841746807098390,-10.610464096069300,-9.724590301513670,4.491431713104250,0.03956025838851930,2.6859397888183600
Swing 8,1726682816136,-5.018945217132570,-9.503453254699710,-10.870282173156700,3.5683720111846900,-0.4008961319923400,3.2538652420043900
Swing 8,1726682816146,-3.140122413635250,-8.518745422363280,-12.152582168579100,3.490781545639040,-0.2391507625579830,3.0490360260009800
Swing 8,1726682816156,-0.4194509983062740,-8.0302152633667,-12.410112380981400,3.41796612739563,0.5185478925704960,1.9666588306427000
Swing 8,1726682816166,0.974829912185669,-8.17838191986084,-12.029356002807600,3.304269790649410,-0.10275149345397900,1.3414868116378800
Swing 8,1726682816176,2.391334295272830,-8.506415367126470,-11.397542953491200,3.184553623199460,-0.2347671389579770,0.9383479952812200
Swing 8,1726682816186,2.3021082878112800,-8.432488441467290,-11.2699556350708,3.267810106277470,0.06614607572555540,0.9412052035331730
Swing 8,1726682816196,2.5398497581481900,-7.979079246521000,-11.2275390625,3.3589205741882300,0.2814876437187200,1.2582268714904800
Swing 8,1726682816206,3.446601629257200,-7.336915969848630,-10.625574111938500,3.425227165222170,0.602684497833252,1.16495680809021
Swing 8,1726682816216,4.151433944702150,-6.306273937225340,-9.941767692565920,3.5685808658599900,0.8007912635803220,1.3716754913330100
Swing 8,1726682816226,4.96504545211792,-5.401669025421140,-8.715896606445310,3.6821107864379900,0.7601834535598760,1.7613685131073000
Swing 8,1726682816236,5.533189296722410,-4.884303092956540,-7.3192853927612300,3.372741937637330,0.4884852170944210,1.6174521446228000
Swing 8,1726682816246,5.999424934387210,-4.246729373931890,-7.287923812866210,3.12070369720459,0.4036654233932500,1.1919258832931500
Swing 8,1726682816256,6.444438457489010,-3.034910202026370,-6.926045894622800,3.0952084064483600,0.6878482103347780,1.0348293781280500
