65611,Lochmere Golf Club,Lochmere,2511 Kildaire Farm Rd,Wake ,Cary,NC,US,http://www.lochmere.com,35.7256813,-78.77303314
69086,Hawkesbury Golf & Curling Club,Hawkesbury Golf & Curling Club,RR 2,,Hawkesbury,ON,CA,,45.57962418,-74.52523804
1395,Del Monte Golf Course,Del Monte,1300 Sylvan Rd,Monterey,Monterey,CA,US,http://www.delmontegolf.com,36.58966827,-121.8725815
1178,Royal Kunia Country Club,Royal Kunia,94-1509 Anonui St,Honolulu,Waipahu,HI,US,,21.40891647,-158.0271454
66086,Warminster's Five Ponds Golf Course,Five Ponds,1225 W Street Rd,Bucks,Warminster,PA,US,http://www.warminstertownship.com,40.2168808,-75.11452484
1354,Encinitas Ranch Golf Course,Encinitas Ranch,1275 Quail Gardens Dr ,San Diego,Encinitas,CA,US,http://www.jcgolf.com,33.06691742,-117.2761917
1642,Cypress Ridge,Cypress Ridge,780 Cypress Ridge Pkwy,San Luis Obispo,Arroyo Grande,CA,US,http://www.cypressridge.com,35.0630455,-120.5752029
64544,Stonewall Golf Club,Stonewall,15601 Turtle Point Dr,Prince,Gainesville,VA,US,http://www.stonewallgolfclub.com,38.78121185,-77.64945221
83346,Darby Creek Golf Course,Darby Creek,19300 Orchard Rd,Union,Marysville,OH,US,http://www.darbycreekgolf.com,40.16524124,-83.3990097
66567,Key West Golf Club,Key West,6450 College Rd,Monroe,Key West,FL,US,http://www.keywestgolf.com,24.57735252,-81.74269867
1502,Westchase Golf Club,Westchase,11602 Westchase Golf Dr,Hillsborough,Tampa,FL,US,http://www.westchasegc.com,28.04887009,-82.6177063
65588,Quailbrook Golf Course,Quail Brook,625 New Brunswick Rd,Somerset,Somerset,NJ,US,,40.50937653,-74.51571655
2585,Bent Creek Golf Course,Jacksonville,10440 Tournament Ln,Duval,Jacksonville,FL,US,http://www.golfbentcreek.com,30.24169159,-81.82852936
82159,University of New Mexico,North,2201 Tucker Road North East,Bernalillo,Albuquerque,NM,US,http://www.unm.edu/~golf,35.09543991,-106.6206665
1474,Pointe Golf Course on Lookout Mountain,Pointe Golf Course on Lookout Mountain,11111 N 7th St,Maricopa,Phoenix,AZ,US,http://www.pointehilton.com,33.602314,-112.0644608
65956,Saddle Rock Golf Course,Saddle Rock,21705 E Arapahoe Rd,Arapahoe,Aurora,CO,US,http://www.golfaurora.com,39.59856415,-104.7344131
1018,Myrtlewood Golf Club,Palmetto,1500 48th Avenue Ext N,Horry,Myrtle Beach,SC,US,http://www.myrtlebeachtrips.com,33.73556519,-78.87251282
85894,Davis Park Golf Course,Davis Park,1074 Nicholls Rd,Davis,Fruit Heights,UT,US,,41.02403641,-111.9159851
84448,South Park Golf Course,18-A,East Park Drive,Allegheny,South Park,PA,US,,40.32236099,-79.99814606
1238,Bear Creek Golf Club,East,3500 Bear Creek Court,Dallas,Dallas,TX,US,http://www.bearcreek-golf.com,32.85864639,-97.0568924
66096,Airport Golf Course,Airport,900 N Hamilton Rd,Franklin,Columbus,OH,US,http://www.nn.net/golf/airport.htm,39.99265671,-82.86704254
1223,Silverhorn Golf Club,Silverhorn,1100 W Bitters Rd,Bexar,San Antonio,TX,US,http://www.silverhorngolfclub.com,29.5693512,-98.5020752
336880,The Villages,Lowlands,5197 Marsh Bend Trail,,The Villages,FL,US,,28.80725288,-82.02526855
1338,Diamond Oaks Municipal Golf Course,Diamond Oaks,349 Diamond Oaks Rd,Placer,Roseville,CA,US,http://www.roseville.ca.us,38.76945114,-121.2880783
64822,Wolf Run Golf Club,Wolf Run,1400 Wolf Run Rd,Wahoe,Reno,NV,US,http://www.wolfrungolfclub.com,39.41200638,-119.7754745
1254,Anaheim Hills Golf Course,Anaheim Hills,6501 E Nohl Ranch Rd,Orange,Anaheim,CA,US,http://www.anaheim.net/golf,33.84160614,-117.7687683
2371,La Tourette Golf Course,La Tourette,1001 Richmond Hill Rd,Richmond,Staten Island,NY,US,http://www.americangolf.com,40.57839584,-74.15003204
1302,Randolph Park Golf Courses,Dell Urich,600 S Alvernon Way,Pima,Tucson,AZ,US,http://www.tucsoncitygolf.com,32.21075439,-110.9119034
1274,Turkey Creek Golf Course,Turkey Creek,1525 State Highway 193,Placer,Lincoln,CA,US,http://www.turkeycreekgc.com,38.8968544,-121.2639694
669,El Prado Golf Course,Chino Creek,6555 Pine Ave,Butte,Chino,CA,US,,33.94625092,-117.6600952
2239,Timber Creek Golf Course At Sun City Roseville,Lakes/Oaks,7050 del Webb Blvd,Placer,Roseville,CA,US,http://www.suncityroseville.org,38.77900314,-121.3523178
335190,Victory Golf Club at Verrado,Victory,4242 N Golf Dr,,Buckeye,AZ,US,,33.51550674,-112.5041504
2339,Eisenhower Park Golf Course,White,Hempstead Turnpike,Nassau,East Meadow,NY,US,http://www.nassaucountyny.gov,40.73682785,-73.57128906
65937,Summerfield Crossing Golf Club,Summerfield Crossing,13050 Summerfield Blvd,Hillsborough,Riverview,FL,US,http://www.summerfieldgc.com,27.79732513,-82.31613922
2600,Airways Golf Course,Airways,5440 E Airways Blvd,Fresno,Fresno,CA,US,http://www.airways-golf.com,36.77729034,-119.7047806
65666,Pebble Creek Golf Club,Pebble Creek,40 Route 537 E,Monmouth,Colts Neck,NJ,US,http://www.pebblecreekgolfclub.com,40.28516006,-74.16915894
66406,Springfield Golf Course,Springfield,990 Springfield Pkwy,York,Fort Mill,SC,US,http://www.leroysprings.com,35.04211807,-80.91096497
1835,Ken McDonald Golf Course,Ken McDonald,800 E Divot Dr,Maricopa,Tempe,AZ,US,,33.35726547,-111.9353256
1047,Litchfield Country Club,Litchfield,Highway 17,Georgetown,Pawleys Island,SC,US,http://www.mbn.com,33.47662735,-79.11669159
2407,Falls Road Golf Course,Falls Road,10800 Falls Rd,Montgomery,Potomac,MD,US,http://www.montgomerycountygolf.com/FR_home.html,39.03320313,-77.19652557
1662,The Legends Golf Club,The Legends,41687 Temeku Dr,Riverside,Temecula,CA,US,http://www.temekuhills.com,33.51509857,-117.1160049
1170,San Jose Municipal Golf Course,San Jose,1560 Oakland Rd,Santa Clara,San Jose,CA,US,http://www.sjmunie.com,37.37947083,-121.8871002
1791,McDowell Mountain Golf Club,McDowell Mountain,10690 E Sheena Dr,Maricopa,Scottsdale,AZ,US,http://www.sanctuarygolf.com,33.61343002,-111.8521194
2347,Eisenhower Park Golf Course,Blue,Hempstead Turnpike,Nassau,East Meadow,NY,US,http://www.nassaucountyny.gov,40.73374557,-73.56867981
65816,Mariana Butte Golf Course,Mariana Butte,701 Clubhouse Dr,Larimer,Loveland,CO,US,http://www.ci.loveland.co.us,40.39816284,-105.1460571
1148,Wachesaw Plantation East Golf Course,Wachesaw,911 Riverwood Dr,Georgetown,Murrells Inlet,SC,US,http://www.wachesaweast.com,33.562397,-79.04876709
