75668,Martin Downs Country Club,Osprey Creek,3801 SW Greenwood Way,Martin,Palm City,FL,US,http://www.martindownscc.com,27.17321014,-80.30426788
12480,Hackberry Creek Country Club,Hackberry Creek,1901 W Royal Ln,Dallas,Irving,TX,US,http://www.hackberrycreekcc.com,32.90321732,-96.97019196
64752,Rattlewood Golf Course,Rattlewood,13501 Penn Shop Rd,Carroll,Mount Airy,MD,US,http://www.montgomerycountygolf.com,39.34069443,-77.19226074
64409,Tunica National Golf Course,Tunica,1 Champions Ln,Tunica,Tunica Resorts,MS,US,http://www.tunicanational.com,34.8263092,-90.30202484
75327,Blackledge Country Club,Anderson,180 West St,Tolland,Hebron,CT,US,http://www.blackledgecc.com,41.68134308,-72.44358826
67114,Tracy Golf & Country Club,Tracy,35200 S Chrisman Rd,San Joaquin,Tracy,CA,US,http://www.tracycountryclub.com,37.63316727,-121.395462
2144,Waterview Golf Club,Waterview,9509 Waterview Pkwy,Dallas,Rowlett,TX,US,http://www.waterviewdfw.com,32.94791412,-96.5351944
1728,Falcon Dunes Golf Course,Falcon Dunes,15100 W Northern Ave,Maricopa,Waddell,AZ,US,http://www.falcondunes.net,33.55220413,-112.3890915
2277,Riverdale Golf Club,Dunes,13300 Riverdale Rd,Adams,Brighton,CO,US,http://www.riverdalegolf.com,39.93779373,-104.8716049
65648,Crab Meadow Golf Course,Crab Meadow,220 Waterside Ave,Suffolk,Northport,NY,US,http://www.crabmeadow.com,40.91973495,-73.32485962
66177,Franklin Bridge Golf Club,Franklin Bridge,750 Riverview Dr,Williamson,Franklin,TN,US,http://www.americangolf.com,35.89189148,-86.84244537
66081,Sharon Woods Golf Course,Sharon Woods,11355 Swing Rd,Hamilton,Cincinnati,OH,US,http://www.greatparks.org,39.27906036,-84.38724518
310777,Poolesville Golf Club,Poolesville,16601 W Willard Rd,Montgomery,Poolesville,MD,US,,39.12205505,-77.41697693
1287,Coyote Lakes Golf Club,Coyote Lakes,18800 N Coyote Lakes Pkwy,Maricopa,Surprise,AZ,US,http://www.coyotelakesgolfclub.com,33.65731812,-112.3094254
65244,Eagle Landing Golf Club,Eagle Landing,3989 Eagle Landing Pkwy,Marion,Orange Park,FL,US,http://www.eastwestclubs.com,30.15939522,-81.85063171
64469,The Rookery Golf Club,Rookery,27052 Broadkill Rd,Sussex,Milton,DE,US,http://www.rookerygolf.com,38.80436325,-75.26610565
82080,Gambler Ridge Golf Club,Gambler Ridge,121 Burlington Path Rd,Monmouth,Cream Ridge,NJ,US,http://www.gamblerridge.com,40.13127136,-74.51352692
66569,Keeton Park Golf Course,Keaton Park,2323 N Jim Miller Rd,Dallas,Dallas,TX,US,http://www.keetonpark.com,32.75480652,-96.70439911
1776,The River Club,River,6600 River Club Blvd,Manatee,Bradenton,FL,US,http://www.riverclubgc.com,27.42535782,-82.43637085
2460,Scotland Yards Golf Club,Scotland Yards,9424 US Highway 301,Pasco,Dade City,FL,US,,28.2937603,-82.17935181
84491,Butler's Golf Course,Woodside,800 Rock Run Rd,Allegheny,Elizabeth,PA,US,,40.26732254,-79.81655121
66283,Cracklewood Golf Club,Cracklewood,18215 24 Mile Rd,Macomb,Macomb,MI,US,,42.69145203,-82.94438934
1803,La Mirada Golf Course,La Mirada,15501 Alicante Rd,Los Angeles ,La Mirada,CA,US,,33.90530014,-118.0002441
7842,Dyker Beach Golf Course,Dyker Beach,7th Avenue & 86th Street,Kings,Brooklyn,NY,US,http://www.americangolf.com,40.61391449,-74.01987457
2037,Red Rock Country Club,Arroyo Course,2250A Red Springs Dr,Clark,Las Vegas,NV,US,http://www.redrockcc.com,36.15356445,-115.350563
81233,Challenge Golf Club,Challenge,1179 Challenge Dr,Wayne,Graham,NC,US,http://www.thechallenge.com,36.07302475,-79.36737061
65321,Gentle Creek Golf Club,Gentle Creek,3001 CR 122,Collin,Prosper,TX,US,http://www.gentlecreek.com,33.24926758,-96.75688934
2374,Bethpage State Park Golf Course,Black,99 Quaker Meeting House Rd,Nassau,Farmingdale,NY,US,http://www.nysparks.state.ny.us,40.74497986,-73.45285034
84318,Quail Valley Golf Club,Quail Valley,901 Teeter Rd,Adams,Littlestown,PA,US,http://www.quailvalleygc.com,39.73894882,-77.13431549
2117,Southern Oaks Golf Club,Southern Oaks,13765 Southern Oaks Dr,Burleson,Burleson,TX,US,http://www.southernoaksgolf.com,32.55881882,-97.28962708
