75700,Citrus Springs Country Club,Citrus Springs,8690 N Golfview Dr,Marion,Dunnellon,FL,US,http://www.citrusspringsgolf.com,28.98714828,-82.47423553
981,Rancho San Joaquin Golf Course,Rancho San Joaquin,1 Ethel Coplen Way,Orange,Irvine,CA,US,http://www.americangolf.com,33.66769028,-117.8321228
64594,Mercer Oaks Golf Course,Mercer Oaks West,725 Village Rd W,Mercer,Princeton Junction,NJ,US,http://www.mercercounty.org,40.27710342,-74.65322876
1051,Spring Valley Golf Course,Spring Valley,3441 Calaveras Rd,Santa Clara,Milpitas,CA,US,http://www.springvalleygolfcourse.com,37.44919968,-121.8530197
1476,Admiral Baker Golf Course,North,Friars Rd & Admiral Baker Rd,San Diego,San Diego,CA,US,http://www.mwrtoday.com,32.80537415,-117.0971222
2527,Granada Golf Club,Granada,2001 Granada Blvd,Miami-Dade,Coral Gables,FL,US,,25.75152588,-80.2722702
1446,Sunnyvale Golf Course,Sunnyvale,605 Macara Ave,Santa Clara,Sunnyvale,CA,US,http://www.sunnyvale.ca.gov,37.39470291,-122.0436401
66010,Charleston Springs Golf Course,North,101 Woodville Rd,Monmouth,Manalapan,NJ,US,,40.22182083,-74.37226105
66256,Ascarate Municipal Golf Course,Ascarate,6900 Delta Dr,El Paso,El Paso,TX,US,http://www.cityofelpaso.com,31.75376892,-106.4085083
1008,Myrtle Beach National Golf Course,West,1203 48th Ave N Ste 200,Horry,Myrtle Beach,SC,US,http://www.mbn.com,33.8012886,-78.96713257
66375,Riverside Golf Course,Riverside,1020 Grove Blvd,Travis,Austin,TX,US,http://www.americangolf.com,30.23807907,-97.70623779
77032,Coyote Run Golf Course,Coyote Run,800 Kedzie Avenue,Cook,Flossmoor,IL,US,http://www.coyoterungolf.com,41.54623032,-87.69747162
66389,The Club at Emerald Hills,Emerald Hills,4100 N Hills Dr,Broward,Hollywood,FL,US,http://www.theclubatemeraldhills.com,26.0397892,-80.18973541
1870,Dubsdread Golf Course,Dubsdread,549 W Par St,Orange ,Orlando,FL,US,http://www.dubsdreadgolf.com,28.58362198,-81.38499451
1949,Buffalo Creek Golf Course,Buffalo Creek,8100 Erie Rd,Manatee,Palmetto,FL,US,http://www.co.manatee.fl.us,27.58078766,-82.48097229
77753,Stony Creek Golf Club,Stony Creek,11800 E 166th St,Hamilton,Noblesville,IN,US,http://www.stonycreekgolfclub.com,40.03093338,-85.96268463
74964,The Preserve at Saddlebrook,Preserve,66567 E Catalina Hills Dr,Pima,Tucson,AZ,US,http://www.robson.com,32.54756927,-110.8540878
66355,Arroyo Del Oso Golf Course,Championship,7001 Osuna Rd NE,Bernalillo,Albuquerque,NM,US,,35.14406967,-106.5692215
83323,Hickory Woods Golf Course,Hickory Woods,6609 Smith Rd,Hamilton/Clermont/Warren,Loveland,OH,US,http://www.hickorywoods.com,39.22713089,-84.22721863
2484,Orangebrook Golf & Country Club,West,400 Entrada Dr,Broward,Hollywood,FL,US,http://www.orangebrook.com,26.00397301,-80.17421722
76916,River Birch Golf Course,Riverbirch,3740 N Pollard Ln,Ada,Star,ID,US,http://www.riverbirchgolfcourse.com,43.72252274,-116.4662399
1463,Trilogy Golf Club At Vistancia,Trilogy,12575 W Golf Club Dr,Maricopa,Peoria,AZ,US,http://www.trilogygolfclub.com,33.74061584,-112.333168
65178,Alice Municipal Golf Course,Alice,1600 N Texas Blvd,Jim Wells,Alice,TX,US,,27.7719593,-98.06088257
1409,Ahwatukee Country Club,Ahwatukee,12432 S 48th St,Maricopa,Phoenix,AZ,US,www.ahwatukeegolf.com,33.33498001,-111.984108
1253,Green River Golf Club,Green River,5215 Green River Rd,Riverside,Corona,CA,US,http://www.greenrivergolf.com,33.87363052,-117.6699982
2501,Trophy Club of Apalachee,Apalachee,1008 Dacula Rd,Gwinnett,Dacula,GA,US,http://www.americangolf.com,34.02143478,-83.91212463
66499,Towne Lake Hills Golf Club,Towne Lake Hills,1003 Towne Lake Hls E,Cherokee,Woodstock,GA,US,http://www.townelakehillsgc.com,34.12087631,-84.5567627
67161,Timber Creek Golf Course At Sun City Roseville,Sierra Pines,7050 del Webb Blvd,Placer,Roseville,CA,US,http://www.suncityroseville.org,38.78694916,-121.3477707
1933,Tangle Ridge Golf Course,Tangle Ridge,818 Tangle Ridge Dr,Dallas,Grand Prairie,TX,US,http://www.tangleridge.com,32.56747437,-97.01393127
