2186,Union Hills Country Club,Union Hills,9860 W Lindgren Ave,Maricopa,Sun City,AZ,US,http://www.unionhillscc.com,33.65098953,-112.2749481
1278,Oak Quarry Golf Club,Oak Quarry,7151 Sierra Ave,Riverside,Riverside,CA,US,http://www.oakquarry.com,34.02604294,-117.4303131
1174,Beachwood Golf Club,Beachwood,1520 Highway 17 S,Horry,North Myrtle Beach,SC,US,http://www.beachwoodgolf.com,33.81322861,-78.70410156
1685,Plantation Palms Golf Club,Plantation Palms,23253 Plantation Palms Blvd,Pasco,Land O Lakes,FL,US,http://www.plantationpalms.net,28.20973206,-82.43238068
84462,Fox Hollow Golf Club,Fox Hollow,2020 Trumbauersville Rd,Bucks,Quakertown,PA,US,,40.4029541,-75.40620422
312023,Unicorn Golf Course,Unicorn,460 William St,Middlesex,Stoneham,MA,US,http://www.unicorngolfcourse.com,42.48711395,-71.11172485
2472,Rancho Del Rey Golf Club,Rancho Del Rey,5250 Green Sands Ave,Merced,Atwater,CA,US,http://www.ranchodelreygolf.com,37.3422699,-120.5833435
66576,Ibis Golf & Country Club,Legend Course,8225 Ibis Blvd,Palm Beach,West Palm Beach,FL,US,http://www.ibisgolf.com,26.8014946,-80.20762634
1707,Westridge Golf Club,Westridge,1400 S La Habra Hills Dr,Orange,La Habra,CA,US,http://www.westridgegolfclub.com,33.91166687,-117.9656754
2329,Indian Spring Country Club,Indian Spring,115 S Elmwood Rd,Burlington,Marlton,NJ,US,http://www.indianspringgolf.com,39.88006973,-74.89086151
2313,Birch Hills Golf Course,Birch Hills,2250 E Birch St,Orange,Brea,CA,US,http://www.billycaspergolf.com,33.914814,-117.8695908
65422,Fenner Hill Country Club,Fenner Hill,33 Wheeler Ln,Washington,Hope Valley,RI,US,http://www.fennerhill.com,41.49596024,-71.7193222
1265,The Golden Bear Club At Indigo Run,Golden Bear,72 Golden Bear Way,Beaufort,Hilton Head Island,SC,US,http://www.goldenbear-indigorun.com,32.20119095,-80.74018097
65987,Brentwood Country Club,Brentwood,100 Pennsylvania Ave,Suffolk,Brentwood,NY,US,,40.78993225,-73.24040222
65996,Kempsville Greens Municipal Golf Course,Kempsville Greens,4840 Princess Anne Rd,Virginia Beach-Norfolk-Newport News,Virginia Beach,VA,US,,36.82484818,-76.14116669
66038,Foothills Golf Course,Foothills,3901 S Carr St,Denver,Denver,CO,US,http://www.ifoothills.org,39.64632797,-105.0970383
66352,Legacy Hills Golf Club,Legacy Hills,301 del Webb Blvd,Williamson,Georgetown,TX,US,http://www.golftexasbest.com,30.71197319,-97.72182465
64972,The Glen Club,Glen,2901 W Lake Ave,Cook,Glenview,IL,US,http://www.theglenclub.com,42.08626556,-87.82585144
81423,Black Mountain Golf Course,Black Mountain,15 Ross Dr,Buncombe,Black Mountain,NC,US,http://www.townofblackmountain.org,35.62609863,-82.33646393
12726,Pecan Valley Municipal Golf Course,Hills,6400 Pecan Valley Dr,Tarrant,Fort Worth,TX,US,http://www.fortworthgolf.org,32.65936661,-97.45350647
64608,Bide-A-Wee,Bide-A-Wee,38 Bide A Wee Ln,Norfolk,Portsmouth,VA,US,http://www.portsmouthva.gov,36.80363083,-76.3366394
312833,Northwest Park Golf Course,Inside Nine,15701 Layhill Rd,Montgomery,Silver Spring,MD,US,http://www.montgomerycountygolf.com,39.11542892,-77.02783966
66135,Sunset Landing Golf Course,Sunset Landing,346 James Record Rd SW,Madison,Huntsville,AL,US,,34.65420151,-86.77559662
344987,Bella Collina,Carnoustie-Muirfield,200 Avenida La Pata,Orange,San Clemente,CA,US,http://www.pacificgc.com,33.45026779,-117.5842285
64858,Rock Manor Golf Club,Rock Manor,1319 Carruthers Ln.,New castle,Wilmington,DE,US,,39.77339172,-75.53713226
2590,Bay Forest Golf Course,Bay Forest,201 Bay Forest Dr,Harris,La Porte,TX,US,http://www.bayforestgolf.com,29.63844681,-95.02014923
66661,Cypress Knoll Golf Club,Cypress Knolls,53 Easthampton Blvd,Flagler,Palm Coast,FL,US,http://www.hamptongolfclubs.com,29.49357986,-81.23609924
65406,The Reserve Vineyards & Golf Club,North,4805 SW 229th Ave,Washington,Aloha,OR,US,http://www.reservegolf.com,45.48526764,-122.9227066
7712,Bethpage State Park Golf Course,Red,99 Quaker Meeting House Rd,Nassau,Farmingdale,NY,US,http://www.nysparks.state.ny.us,40.74501801,-73.4552002
65799,Diamond Ridge Golf Course,Woodlands,2309 Ridge Rd,Baltimore,Windsor Mill,MD,US,http://www.baltimoregolfing.com,39.32849884,-76.77812195
65401,Tierra Santa Golf Club,Tierra Santa,1901 Club de Amistad,Hidalgo,Weslaco,TX,US,http://www.tierrasanta.com,26.11728668,-98.00634003
1388,Southern Dunes Golf & Country Club,Southern Dunes,2888 Southern Dunes Blvd,Polk,Haines City,FL,US,http://www.southerndunes.com,28.13077164,-81.62596893
336218,Starfire At Scottsdale Country Club,King,11500 N Hayden Rd,Maricopa,Scottsdale,AZ,US,http://www.starfiregolfclub.com,33.59230042,-111.9080276
66326,Prairie Lakes Golf Club,Blue,3202 SE 14th St,Dallas,Grand Prairie,TX,US,http://www.prairielakesgolf.com,32.69768906,-96.98113251
64478,Golf Club of Dublin,Dublin,5805 Eiterman Rd,Franklin,Dublin,OH,US,http://www.golfclubofdublin.com,40.0900116,-83.17386627
65123,Fendrich Golf Course,Fendrich,1900 E Diamond Ave,Vanderburgh,Evansville,IN,US,,38.00151443,-87.53356171
