timestamp,club,max_speed,tempo,speed,l.speed,t.spped,acc,rotation.x,rotation.y,rotation.z,userAcceleration.x,userAcceleration.y,userAcceleration.z,pitch,roll,yaw,gravity.x,gravity.y,gravity.z
1728066746495,9i,9.155808259601688,0.8s : 0.3s,0.03844204459699458,0.0003961927127041878,0.03844000291534485,0.059037898901205484,0.18809716403484344,-0.03003731183707714,-0.013174312189221382,-0.021215975284576416,0.05509352684020996,-0.000243309885263443,-0.3222506208419369,1.618301692385282,2.8328728067328144,0.9474549293518066,0.31670212745666504,0.04504308104515076
1728066746485,9i,9.155808259601688,0.8s : 0.3s,0.05295728727103881,0.0008890031548594566,0.052949824820276596,0.044616688403411105,0.12346450239419937,-0.034694425761699677,-0.0220097154378891,-0.02655845880508423,0.03580561280250549,0.0018042288720607758,-0.32202625602254925,1.6191487070115838,2.834528880436695,0.9474873542785645,0.3164893090724945,0.04584900662302971
1728066746505,9i,9.155808259601688,0.8s : 0.3s,0.08358419938210114,0.0014217172380244158,0.08357210722748315,0.04140113270088396,0.23120707273483276,-0.022590314969420433,-0.002377058146521449,-0.007085204124450684,0.04025423526763916,-0.006591677665710449,-0.3224357555987782,1.6173552100376067,2.8306450735359943,0.9474385380744934,0.31687772274017334,0.04414358362555504
1728066746515,9i,9.155808259601688,0.8s : 0.3s,0.1025027578902013,0.0019208696953219703,0.10248475806045902,0.010933948055686298,0.21722175180912018,-0.02444227784872055,-0.004754062741994858,-0.009061276912689209,0.0056122541427612305,0.002438664436340332,-0.32255313815367254,1.616329332567582,2.828227150813463,0.9474462866783142,0.31698906421661377,0.04316991567611694
1728066746525,9i,9.155808259601688,0.8s : 0.3s,0.09994753847872488,0.0023751257015911915,0.09991931357779553,0.006238370930210285,0.12561246752738953,-0.021263262256979942,-0.006403890438377857,-0.0016201138496398926,0.0017288625240325928,0.00577092170715332,-0.32268994490525027,1.615552100152299,2.8263803669330803,0.9474361538887024,0.3171188235282898,0.04243157058954239
1728066746545,9i,9.155808259601688,0.8s : 0.3s,0.070915928304835,0.0026738349617769636,0.07086550284823834,0.04239230982621168,-0.002755881054326892,-0.0344669446349144,-0.013957946561276913,0.004147469997406006,-0.039366304874420166,0.015172358602285385,-0.32333697612423695,1.6146576576744054,2.8255971612683304,0.9472683668136597,0.31773239374160767,0.0415751151740551
1728066746555,9i,9.155808259601688,0.8s : 0.3s,0.04850283061477104,0.0028943633226143767,0.0484163943164077,0.02467538613028641,-0.012057504616677761,-0.020913856104016304,0.002805320080369711,0.0077478885650634766,-0.02118849754333496,0.009994622319936752,-0.3235574296742487,1.6144245308455627,2.8256549373253157,0.9472081065177917,0.3179413974285126,0.04135122895240784
1728066746565,9i,9.155808259601688,0.8s : 0.3s,0.041360718466627,0.0030693174233344875,0.04124667650405781,0.0120764406117793,-0.047848526388406754,-0.02582312561571598,-0.008081948384642601,0.0051157474517822266,-0.009564012289047241,-0.005310293287038803,-0.32378565895049277,1.6143315877449023,2.8259920434856522,0.9471395611763,0.31815779209136963,0.04126003757119179
1728066746535,9i,9.155808259601688,0.8s : 0.3s,0.03945821264352647,0.0031889406321119486,0.03932913935832587,0.02050302859860091,0.020031455904245377,-0.030242906883358955,-0.02336636185646057,-0.000395357608795166,-0.019936800003051758,0.004768844693899155,-0.3230097942732039,1.6150523566040664,2.8256450119559315,0.9473556876182556,0.31742212176322937,0.041953593492507935
1728066746575,9i,9.155808259601688,0.8s : 0.3s,0.09653306868703959,0.0032259435837010478,0.09647915131328365,0.029073835013689438,-0.07184360176324844,-0.39768537878990173,0.15976670384407043,-0.0028529763221740723,-0.02867153286933899,0.0038847923278808594,-0.32359622758474127,1.6138518549801883,2.8265157403871473,0.9472193717956543,0.317978173494339,0.04080824926495552
1728066746585,9i,9.155808259601688,0.8s : 0.3s,0.2974118633250185,0.0031546679104669886,0.2973951319655958,0.030731738708101832,-0.07525777816772461,-0.7036617994308472,0.9661141037940979,0.01775437593460083,-0.0245131254196167,0.00532246008515358,-0.32386140151514137,1.6142226988497135,2.8269849648748586,0.947119951248169,0.3182295858860016,0.0411558598279953
1728066746595,9i,9.155808259601688,0.8s : 0.3s,0.3220759166215185,0.003261707317522464,0.3220594003176528,0.061274118265858296,-0.06253532320261002,-0.3076293468475342,0.48040318489074707,-0.06001371145248413,-0.012290149927139282,-0.001350637525320053,-0.3238607013045132,1.614372897379856,2.827233328057605,0.9471139907836914,0.31822893023490906,0.04129812493920326
1728066746605,9i,9.155808259601688,0.8s : 0.3s,0.23331644103606924,0.003386900149570963,0.23329185704844999,0.01937543633199857,-0.08369200676679611,0.008996817283332348,0.047649092972278595,0.006733953952789307,-0.007167518138885498,0.016693953424692154,-0.3232858600499597,1.6141297702915351,2.8274222041557984,0.9473066926002502,0.3176839053630829,0.041075773537158966
1728066746615,9i,9.155808259601688,0.8s : 0.3s,0.16927989457926337,0.003484508372126579,0.16924402769424715,0.03633671818510124,-0.07676991820335388,-2.961256541311741e-05,0.02096474915742874,0.0027313232421875,-0.03386208415031433,0.01289403811097145,-0.3226817173345532,1.6142181317806874,2.827942720405842,0.9474945664405823,0.3171110153198242,0.04116779938340187
1728066746625,9i,9.155808259601688,0.8s : 0.3s,0.12742069324982677,0.0035988012398072687,0.12736986181158716,0.04171965396090867,-0.056091006845235825,0.0108523303642869,0.0458192341029644,-0.011681795120239258,-0.02766507863998413,0.028960466384887695,-0.3222291928817629,1.6145186435721501,2.8285957657706216,0.9476253986358643,0.31668180227279663,0.04145880043506622
1728066746635,9i,9.155808259601688,0.8s : 0.3s,0.09317323656386299,0.003710329503855139,0.09309933118319592,0.04360183216522475,-0.042981065809726715,0.015564793720841408,0.016607817262411118,0.005011916160583496,-0.028007477521896362,0.033039093017578125,-0.3218019471132834,1.6148457322237157,2.829161017921893,0.9477468729019165,0.31627652049064636,0.04177470877766609
1728066746645,9i,9.155808259601688,0.8s : 0.3s,0.06752329708183859,0.0038978620054823192,0.06741069885847831,0.042933353954538254,-0.007193506695330143,0.01962948590517044,0.02081328257918358,-0.013304591178894043,-0.02022421360015869,0.03545760735869408,-0.3215592879191409,1.6150756266004003,2.8294031406574263,0.9478137493133545,0.3160462975502014,0.041995979845523834
1728066746655,9i,9.155808259601688,0.8s : 0.3s,0.046031530326419226,0.0041319838259227006,0.04584570311222597,0.023732346776598946,0.009427548386156559,0.0254634078592062,0.006593001075088978,0.00296628475189209,0.0013041794300079346,0.023510094732046127,-0.3212556106238018,1.6152963471611692,2.829366577122393,0.9479002952575684,0.3157581686973572,0.0422094464302063
1728066746675,9i,9.155808259601688,0.8s : 0.3s,0.039767174404739286,0.0043965515903113045,0.03952339173515707,0.017781163541739295,0.06396190077066422,0.02811485156416893,0.001464085653424263,0.0011962056159973145,0.011136651039123535,0.013809919357299805,-0.3210726150605832,1.61557883681673,2.8286014250611977,0.9479462504386902,0.31558454036712646,0.04247981309890747
1728066746665,9i,9.155808259601688,0.8s : 0.3s,0.035292362768484443,0.004697881012263998,0.03497829017800779,0.030061185164864883,0.03938464820384979,0.021927528083324432,0.005483794491738081,-0.0023083090782165527,0.0016815364360809326,0.02992522343993187,-0.3210026434024314,1.615495172398737,2.829146953713664,0.9479717016220093,0.3155181407928467,0.04240148141980171
1728066746685,9i,9.155808259601688,0.8s : 0.3s,0.02900661701019271,0.005016297737804323,0.028569574504736683,0.018726161510096654,0.10629230737686157,0.027893010526895523,-0.0020390364807099104,-0.006188154220581055,0.01444333791732788,0.010186553001403809,-0.32106124026935606,1.6156826410334397,2.827741930283391,0.9479452967643738,0.3155737519264221,0.04257836937904358
1728066746695,9i,9.155808259601688,0.8s : 0.3s,0.03967419250963914,0.005328870692920924,0.03931468794776368,0.012904881725470857,0.1201053261756897,0.023332081735134125,-0.005525646731257439,-0.006032824516296387,0.011392682790756226,0.0005897283554077148,-0.3209314350379923,1.6156313689812767,2.8265526401279994,0.9479883313179016,0.3154505789279938,0.04253160208463669
