timestamp,club,max_speed,tempo,speed,l.speed,t.spped,acc,rotation.x,rotation.y,rotation.z,userAcceleration.x,userAcceleration.y,userAcceleration.z,pitch,roll,yaw,gravity.x,gravity.y,gravity.z
1728067629068,7i,9.592122109710791,0.9s : 0.3s,0.020010439742120315,9.611255482826702e-05,0.02001020892069427,0.026322777795082308,-0.050552964210510254,0.08394932001829147,-0.01660817489027977,0.0081138014793396,0.01717984676361084,-0.018218334764242172,-0.29798631245862894,1.5141311612560073,0.281784522881535,0.9543952345848083,0.2935958504676819,-0.054138921201229095
1728067629078,7i,9.592122109710791,0.9s : 0.3s,0.03267830307940779,0.0002836046183947828,0.03267707239900873,0.030314117298605267,-0.030262073501944542,0.08792275190353394,-0.011127122677862644,0.005034983158111572,0.01607605814933777,-0.025202281773090363,-0.29803963191131844,1.5149248643397988,0.2821349375929362,0.9544224739074707,0.29364684224128723,-0.053380537778139114
1728067629088,7i,9.592122109710791,0.9s : 0.3s,0.036127856884248945,0.0005485983658739731,0.036123691434870465,0.03275799545651605,-0.005860860925167799,0.07769958674907684,-0.007447832264006138,0.00495535135269165,0.01650458574295044,-0.027859099209308624,-0.2980542669661285,1.5156458682506682,0.2822901226274626,0.9544563889503479,0.29366081953048706,-0.05269213765859604
1728067629098,7i,9.592122109710791,0.9s : 0.3s,0.03685697566955764,0.0008570620855172263,0.036847009377803414,0.031271821532546165,0.027663277462124825,0.07215594500303268,0.003517200704663992,0.009887278079986572,0.016585201025009155,-0.024598773568868637,-0.29806566584185296,1.5162265476455128,0.28214102246380834,0.9544833302497864,0.29367172718048096,-0.05213770642876625
1728067629108,7i,9.592122109710791,0.9s : 0.3s,0.039823991729901004,0.0012068312713676133,0.03980570154620658,0.03266590569819874,0.06438574194908142,0.06907285749912262,0.007884485647082329,0.012541532516479492,0.01639610528945923,-0.02531677484512329,-0.2979921165640043,1.516708228887098,0.281625251016078,0.9545299410820007,0.293601393699646,-0.05167911574244499
1728067629118,7i,9.592122109710791,0.9s : 0.3s,0.04783632808152879,0.0015947942346385326,0.047809736619990106,0.03444492152146096,0.11205898970365524,0.0568406879901886,0.004617852158844471,0.010104954242706299,0.008930712938308716,-0.03169518709182739,-0.29790039465984475,1.5169817575617168,0.28069232519223863,0.9545709490776062,0.2935137152671814,-0.051419470459222794
1728067629128,7i,9.592122109710791,0.9s : 0.3s,0.059246323234320636,0.002033566933311648,0.05921141293968032,0.038725974324385466,0.12846380472183228,0.05294102430343628,0.01639368385076523,0.009653866291046143,0.010790139436721802,-0.03591763973236084,-0.2977749235324873,1.5170273077995429,0.27936623086379453,0.9546099901199341,0.2933937907218933,-0.05137796700000763
1728067629138,7i,9.592122109710791,0.9s : 0.3s,0.06034398653440957,0.0024919761168820925,0.06029251003149473,0.037435814828581444,0.09682117402553558,0.04491798207163811,0.015257580205798149,0.011235833168029785,-0.007325261831283569,-0.03495049104094505,-0.29765056102509996,1.5170072504324221,0.2781294536717039,0.9546453952789307,0.2932748794555664,-0.051399074494838715
1728067629148,7i,9.592122109710791,0.9s : 0.3s,0.05563714757747259,0.0028801571705524853,0.05556254930463845,0.05046517018183415,0.04706227406859398,0.031126227229833603,0.01430599857121706,0.01030886173248291,-0.04331502318382263,-0.023754358291625977,-0.2975488884940508,1.516949021257325,0.27730694478005796,0.9546721577644348,0.29317769408226013,-0.051456268876791
1728067629168,7i,9.592122109710791,0.9s : 0.3s,0.036419760467053267,0.0031780872797162662,0.03628083121594711,0.06234521302688163,-0.04190554469823837,0.012594219297170639,0.010798582807183266,0.01101064682006836,-0.05881735682487488,-0.01749885082244873,-0.2974365210393896,1.5169035597205551,0.2772581802723321,0.9547027945518494,0.2930702567100525,-0.05150144547224045
