timestamp,club,max_speed,tempo,w.rotation,l.speed,t.spped,acc,rotation.x,rotation.y,rotation.z,userAcceleration.x,userAcceleration.y,userAcceleration.z,pitch,roll,yaw,gravity.x,gravity.y,gravity.z
1732225813871,9i,4.562860972642321,1.0s : 0.3s,-8.73512697349814,0.0001790695106273178,0.19885401102720834,0.03619482652257194,-1.0194323062896729,-0.09650786221027374,-0.08910269290208817,0.004723846912384033,-0.03246355056762695,0.015292763710021973,-0.17511127552476927,1.5911402281385927,2.969990633586059,0.9845035076141357,0.17421771585941315,0.020031405612826347
1732225813881,9i,4.562860972642321,1.0s : 0.3s,-8.73512697349814,0.00036316105069329106,0.35310594500141473,0.02590374900829915,-1.0550329685211182,-0.10769180953502655,-0.08767204731702805,0.0006132125854492188,-0.0229627788066864,0.011972425505518913,-0.17576766527440107,1.5919579892292932,2.9805663459164857,0.9843721389770508,0.1748640239238739,0.02083406038582325
1732225813891,9i,4.562860972642321,1.0s : 0.3s,-8.73512697349814,0.0005468903597920825,0.4567557629423179,0.019242049071831895,-1.0324065685272217,-0.1056542694568634,-0.08590859919786453,0.0031243562698364258,-0.018323108553886414,0.004975795745849609,-0.17641760950282356,1.5927593395159845,2.9912338024914473,0.9842413663864136,0.1755039244890213,0.021620383486151695
1732225813901,9i,4.562860972642321,1.0s : 0.3s,-8.73512697349814,0.0007162803158556759,0.5197744037566477,0.004889896109864376,-0.9843884706497192,-0.11200030893087387,-0.07750526070594788,0.003749251365661621,0.0005997121334075928,0.0030813217163085938,-0.1770201421059112,1.5934618771178457,3.0014766123422114,0.9841200113296509,0.1760970652103424,0.0223094429820776
1732225813911,9i,4.562860972642321,1.0s : 0.3s,-8.73512697349814,0.0008435692160298071,0.5561881611657675,0.028960510033363706,-0.9465177655220032,-0.11335666477680206,-0.0658964067697525,0.001972377300262451,0.025629445910453796,-0.013339878991246223,-0.1775107888322886,1.5940558784380745,3.011280228410897,0.9840200543403625,0.1765800267457962,0.022891992703080177
1732225813921,9i,4.562860972642321,1.0s : 0.3s,-8.73512697349814,0.0009358606400984042,0.5713482998332025,0.027317932645293568,-0.8929480314254761,-0.12431716918945312,-0.06995026767253876,0.0037415027618408203,0.019980967044830322,-0.0182491522282362,-0.17796318476531708,1.5945188969713533,3.0206636804889966,0.9839295744895935,0.17702528834342957,0.023345718160271645
1732225813931,9i,4.562860972642321,1.0s : 0.3s,-8.73512697349814,0.001010780203821238,0.5623563379022657,0.015333367245859434,-0.7950647473335266,-0.12071892619132996,-0.06680244207382202,0.005299806594848633,0.012663692235946655,-0.006830453872680664,-0.17845225274670415,1.5948104725511465,3.0292797543619687,0.9838359951972961,0.17750662565231323,0.023630522191524506
1732225813941,9i,4.562860972642321,1.0s : 0.3s,-8.73512697349814,0.001022617678780763,0.5304368441342837,0.03726257212275689,-0.6679710149765015,-0.11102554947137833,-0.05941057577729225,0.0020287632942199707,0.03663845360279083,-0.006481289863586426,-0.17891414990855836,1.5949693323632739,3.0367098896666285,0.9837501049041748,0.17796115577220917,0.023784829303622246
1732225813951,9i,4.562860972642321,1.0s : 0.3s,-8.73512697349814,0.0009399228460345409,0.492643770839494,0.059343003842016635,-0.5911778211593628,-0.10467804968357086,-0.056346576660871506,0.0037712454795837402,0.05715644359588623,-0.015508409589529037,-0.17935352364269946,1.5950116605798306,3.04307657977979,0.9836708903312683,0.17839349806308746,0.023824576288461685
1732225813961,9i,4.562860972642321,1.0s : 0.3s,-8.73512697349814,0.000907701330566608,0.4625412576462454,0.04830504613473483,-0.5741157531738281,-0.10027877241373062,-0.0472329743206501,0.006082296371459961,0.045676395297050476,-0.014493104070425034,-0.17973125143569646,1.5950359975026125,3.0489790487495214,0.9836029410362244,0.1787651628255844,0.023846881464123726
1732225813971,9i,4.562860972642321,1.0s : 0.3s,-8.73512697349814,0.0009660782511419382,0.4425295035910656,0.013238321915801645,-0.5791616439819336,-0.1089516207575798,-0.032886259257793427,0.009609222412109375,0.006028592586517334,-0.006824374198913574,-0.18000044321334982,1.5950281430105269,3.0551284862232646,0.9835548996925354,0.17903001606464386,0.023837987333536148
1732225813981,9i,4.562860972642321,1.0s : 0.3s,-8.73512697349814,0.0010841703413866917,0.4302792590451898,0.03805531930249788,-0.5888757705688477,-0.11158619076013565,-0.010781090706586838,0.020989418029785156,-0.031487926840782166,0.004020214080810547,-0.1800730862578334,1.5950019783512641,3.0612485567660936,0.9835425019264221,0.17910148203372955,0.023811936378479004
1732225813991,9i,4.562860972642321,1.0s : 0.3s,-8.73512697349814,0.0011877306714671485,0.4292402766011545,0.06381264568581382,-0.6170946359634399,-0.11075297743082047,0.004044194705784321,0.02375739812850952,-0.057802096009254456,0.01290571503341198,-0.1799416102195786,1.5949653543701963,3.0674316782974005,0.9835668206214905,0.17897212505340576,0.023776482790708542
1732225814001,9i,4.562860972642321,1.0s : 0.3s,-8.73512697349814,0.0012780024716080953,0.43040880500310785,0.05767457488003672,-0.6491748094558716,-0.10623466223478317,-0.0020890654996037483,0.01047426462173462,-0.05432729423046112,0.016284700483083725,-0.179806297193141,1.5950044341949141,3.0740999590595646,0.9835899472236633,0.17883899807929993,0.02381550334393978
1732225814011,9i,4.562860972642321,1.0s : 0.3s,-8.73512697349814,0.0014051256504359045,0.43417096883118234,0.057445005762009005,-0.6641811728477478,-0.09521840512752533,0.005809071473777294,0.00605165958404541,-0.057003796100616455,0.003724692389369011,-0.17962654040819145,1.595176377213773,3.0810973889172835,0.9836181402206421,0.17866213619709015,0.02398541197180748
1732225814021,9i,4.562860972642321,1.0s : 0.3s,-8.73512697349814,0.0015762410464006942,0.44723734420786926,0.056267870015121145,-0.610448956489563,-0.3678571283817291,0.4466322660446167,-0.01489788293838501,-0.05289570987224579,0.012090085074305534,-0.17886315555122106,1.5951538137279528,3.0869444873290046,0.9837546944618225,0.17791098356246948,0.023966532200574875
1732225814031,9i,4.562860972642321,1.0s : 0.3s,-8.73512697349814,0.0018178777874823227,0.5389499201472463,0.036889798201705994,-0.5931975245475769,-0.5832983255386353,1.0998501777648926,0.01853621006011963,-0.03177161514759064,-0.0027983207255601883,-0.1790586873970092,1.5956933310127053,3.09215727138465,0.9837068319320679,0.17810338735580444,0.02449641562998295
1732225814041,9i,4.562860972642321,1.0s : 0.3s,-8.73512697349814,0.0023665767865622862,0.5230816567216844,0.1346092001932543,-0.5008851885795593,-0.29735687375068665,0.4371773600578308,0.13449794054031372,0.004744872450828552,-0.00272524356842041,-0.179149508283338,1.5960692715484692,3.0976437581163796,0.9836813807487488,0.17819276452064514,0.02486581914126873
