timestamp,club,max_speed,tempo,speed,acc,rotation.x,rotation.y,rotation.z,userAcceleration.x,userAcceleration.y,userAcceleration.z,pitch,roll,yaw,gravity.x,gravity.y,gravity.z
1727296857365,7i,7.709245868770292,2.6s : 9.6s,0.009255367898936488,0.017687430043193113,-0.04169771075248718,0.0024204859510064125,-0.002966795116662979,-0.00612950325012207,-0.013275682926177979,0.009951412677764893,-0.25704862054581923,1.4599371262693166,0.23027474562303837,0.9612076282501221,0.25422725081443787,-0.10699739307165146
1727296857375,7i,7.709245868770292,2.6s : 9.6s,0.010229075455823775,0.014070236995723599,-0.03909047693014145,0.004351632669568062,-0.006055861711502075,-0.00708383321762085,-0.011270731687545776,0.004556477069854736,-0.25715280068211144,1.4601176710379622,0.2307008281405102,0.9612006545066833,0.25432801246643066,-0.10682092607021332
1727296857385,7i,7.709245868770292,2.6s : 9.6s,0.01112178338459038,0.015536210592323168,-0.03086264058947563,0.007880320772528648,-0.0058065904304385185,-0.013859391212463379,-0.006861776113510132,-0.0014856457710266113,-0.25729561614801505,1.4603195071577215,0.2310624331859076,0.9611860513687134,0.25446611642837524,-0.10662291198968887
1727296857395,7i,7.709245868770292,2.6s : 9.6s,0.010561428905995594,0.015702246984843682,-0.016784239560365677,0.004110483452677727,-0.008582170121371746,-0.015235304832458496,0.00047403573989868164,-0.0037711188197135925,-0.257488747536331,1.460516727575772,0.2313213523382235,0.9611580967903137,0.25465288758277893,-0.10642792284488678
1727296857405,7i,7.709245868770292,2.6s : 9.6s,0.008204706372481737,0.012478021368840497,-0.012233962304890156,0.005117957480251789,-0.01020270399749279,-0.008313238620758057,0.009283304214477539,0.000641360878944397,-0.2577045549218523,1.46065057954276,0.2314597670477956,0.9611176252365112,0.25486159324645996,-0.106293223798275
1727296857415,7i,7.709245868770292,2.6s : 9.6s,0.025475957034280166,0.01416816453507128,0.0630517303943634,-0.18659500777721405,-0.006038251332938671,-0.0026478171348571777,0.01259949803352356,0.005914270877838135,-0.25765203605913967,1.4604843305996038,0.2315427819812353,0.9611133933067322,0.25481081008911133,-0.10645449906587601
1727296857425,7i,7.709245868770292,2.6s : 9.6s,0.07724031543481918,0.01846190503008583,0.13671477138996124,-0.4984695613384247,0.38261520862579346,0.006920218467712402,0.012037545442581177,0.012167580425739288,-0.25801225184326043,1.4609054293145167,0.2319692067279912,0.9610667824745178,0.2551591098308563,-0.10603968054056168
1727296857435,7i,7.709245868770292,2.6s : 9.6s,0.11748996433016025,0.05198017165639353,-0.02621249482035637,-0.2804844379425049,0.2734815180301666,-0.04974472522735596,0.003394216299057007,0.014692850410938263,-0.2582560389253335,1.4612873433827027,0.23240820112069643,0.9610453248023987,0.2553948163986206,-0.10566581785678864
1727296857445,7i,7.709245868770292,2.6s : 9.6s,0.08970127318820997,0.012572348014862714,-0.07660403102636337,-0.000952674075961113,0.02670527994632721,0.001692652702331543,0.011150330305099487,0.005555987358093262,-0.25818811419435705,1.461413046927205,0.23283032394100436,0.9610759019851685,0.2553291320800781,-0.10554691404104233
1727296857455,7i,7.709245868770292,2.6s : 9.6s,0.04876860992378993,0.014911969317597019,-0.033923543989658356,0.014073280617594719,-0.014686867594718933,0.0042912960052490234,0.010645568370819092,0.009519636631011963,-0.25809471557882835,1.4615783430334606,0.23326539898848642,0.9611170291900635,0.2552388310432434,-0.10539065301418304
1727296857465,7i,7.709245868770292,2.6s : 9.6s,0.030926010056171564,0.021929551370314,-0.022965967655181885,0.01528581790626049,-0.008458532392978668,-0.020323574542999268,0.008179277181625366,-0.0009782463312149048,-0.2581836167734724,1.4616708264183866,0.23360020265597234,0.9611043334007263,0.2553247809410095,-0.10529930889606476
1727296857475,7i,7.709245868770292,2.6s : 9.6s,0.018324673049420842,0.011690947053278606,-0.03095278888940811,0.006029912270605564,-0.014686268754303455,-0.0016625523567199707,0.00994110107421875,-0.005923569202423096,-0.2583341248418921,1.4617474372378363,0.23384865405879207,0.96107417345047,0.25547030568122864,-0.10522148758172989
1727296857485,7i,7.709245868770292,2.6s : 9.6s,0.020169818142610565,0.016618249209717276,-0.0709470808506012,0.0037430557422339916,-0.0032671664375811815,-0.01480191946029663,0.007241278886795044,-0.0021525025367736816,-0.25856985623526213,1.4618971550966697,0.23433583660428847,0.9610299468040466,0.25569820404052734,-0.1050710380077362
1727296857495,7i,7.709245868770292,2.6s : 9.6s,0.02274163105592997,0.008223431074087205,-0.11974018067121506,0.009192949160933495,0.001985519425943494,-0.0024497509002685547,-0.005787491798400879,0.005303628742694855,-0.2588042676458655,1.462245328496406,0.2353524521935722,0.9610068202018738,0.2559248208999634,-0.10472992807626724
1727296857515,7i,7.709245868770292,2.6s : 9.6s,0.02358764923031899,0.02670625092602774,-0.10634101927280426,0.011280867271125317,0.004305132664740086,-0.008373737335205078,-0.02184915542602539,0.012873180210590363,-0.2591928692363556,1.4633760947953092,0.23803807113981434,0.961025595664978,0.2563004791736603,-0.10363250970840454
1727296857525,7i,7.709245868770292,2.6s : 9.6s,0.016777049495209702,0.0073282808074692195,-0.04599325358867645,0.014575463719666004,0.004365852568298578,-0.006700634956359863,-0.0009005367755889893,0.0028274059295654297,-0.25932091739575525,1.4637433514778064,0.23882807311023393,0.9610310792922974,0.2564242482185364,-0.10327606648206711
1727296857535,7i,7.709245868770292,2.6s : 9.6s,0.005540784043393113,0.024129517390597717,0.012121977284550667,0.015803713351488113,-0.00019907159730792046,-0.0017994046211242676,0.023263156414031982,-0.006149902939796448,-0.25939055762793556,1.4640325255293483,0.23901573121686154,0.9610432982444763,0.2564915418624878,-0.10299626737833023
1727296857545,7i,7.709245868770292,2.6s : 9.6s,0.003982223504029999,0.03231816874811264,0.05298658832907677,0.008762315846979618,-0.0008230502717196941,-0.0038473010063171387,0.030481576919555664,-0.010026752948760986,-0.25948415784602735,1.4639992815946736,0.23865070491399218,0.9610158801078796,0.25658202171325684,-0.1030256450176239
1727296857505,7i,7.709245868770292,2.6s : 9.6s,0.010404255374657324,0.025875616838684053,-0.1357404589653015,0.012536813504993916,0.010153167881071568,-0.0002396106719970703,-0.020937412977218628,0.015202462673187256,-0.25897577684463324,1.4628321480765645,0.23672320125234284,0.9610245227813721,0.25609061121940613,-0.10416124761104584
1727296857555,7i,7.709245868770292,2.6s : 9.6s,0.0026479622978904994,0.03154133545522398,0.0314812958240509,0.004848534241318703,0.0013476922176778316,-0.007352590560913086,0.02892601490020752,-0.010202005505561829,-0.259499132341348,1.46384776169256,0.23814207989650432,0.9609964489936829,0.25659647583961487,-0.10317084938287735
1727296857565,7i,7.709245868770292,2.6s : 9.6s,0.020238399133427048,0.013792288832144603,0.05900466442108154,-0.1586805284023285,-0.13315117359161377,-0.0051659345626831055,0.012463569641113281,-0.0028635263442993164,-0.2594814588073877,1.4636111424305636,0.23802361903860259,0.9609764814376831,0.2565793991088867,-0.10339871048927307
