timestamp,rotation.x,rotation.y,rotation.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
1727114733689,0.9356423020362850,1.5691174268722500,1.9537432193756100,1.2806024551391600,-1.0995676517486600,1.1350553035736100
1727114733699,0.9605822563171390,2.04158616065979,2.402660369873050,1.3868359327316300,-1.16823148727417,1.202107310295110
1727114733709,1.0160853862762500,2.5104336738586400,2.8794949054718000,1.5185961723327600,-1.2478307485580400,1.2726731300354000
1727114733719,1.0545663833618200,2.989204168319700,3.3721065521240200,1.713100790977480,-1.2841945886611900,1.2468082904815700
1727114733729,1.0939643383026100,3.4889190196991000,3.8831582069397000,1.9123753309249900,-1.3589997291564900,1.2797304391861000
1727114733739,1.1822761297226000,3.994853973388670,4.48297643661499,2.1634488105773900,-1.4207839965820300,1.2922368049621600
1727114733749,1.2137960195541400,4.535562038421630,5.108922481536870,2.5139145851135300,-1.494649052619930,1.278719425201420
1727114733759,1.2707538604736300,5.104048252105710,5.800352573394780,2.8806042671203600,-1.6018717288970900,1.350514531135560
1727114733769,1.3345866203308100,5.755321502685550,6.583565711975100,3.3140757083892800,-1.6529048681259200,1.3953471183776900
1727114733779,1.267394781112670,6.487565040588380,7.408775806427000,3.8399481773376500,-1.7112864255905200,1.4016685485839800
1727114733789,1.107535481452940,7.243277549743650,8.313358306884770,4.388712406158450,-1.7910946607589700,1.4186780452728300
1727114733799,0.784003734588623,8.002284049987790,9.319253921508790,5.146961688995360,-1.8542883396148700,1.4058167934417700
1727114733809,0.4146827161312100,8.786556243896480,10.512587547302200,6.044834613800050,-1.8812339305877700,1.4336310625076300
1727114733819,-0.0484500527381897,9.519131660461430,11.913065910339400,7.1138153076171900,-1.8674495220184300,1.2920582294464100
1727114733829,-0.6457342505455020,9.961587905883790,13.245451927185100,8.41970157623291,-1.68379545211792,0.9259043335914610
1727114733839,-1.1870427131652800,10.371947288513200,14.063632011413600,9.955409049987790,-1.3425787687301600,0.48070335388183600
1727114733849,-2.000786304473880,10.46276569366460,14.474482536315900,11.434053421020500,-0.604823887348175,-0.15510791540145900
1727114733859,-4.1302313804626500,10.088252067565900,14.756386756897000,12.80571460723880,0.5482205152511600,-0.6329639554023740
1727114733869,-7.761146545410160,8.697183609008790,14.83627986907960,14.27652359008790,2.487635850906370,-1.0737268924713100
1727114733879,-12.072816848754900,6.444649696350100,14.286425590515100,14.999040603637700,5.112064361572270,-1.3368452787399300
1727114733889,-16.283573150634800,3.4803624153137200,14.377034187316900,14.505146026611300,7.951647758483890,-1.072331428527830
1727114733899,-17.807336807251000,1.5576790571212800,15.549139022827100,13.181360244751000,11.218487739563000,-0.03465670347213750
1727114733909,-14.295598030090300,0.19184242188930500,15.677421569824200,10.456951141357400,14.14428997039800,1.2767828702926600
1727114733919,-13.543782234191900,-0.8960586190223690,14.745880126953100,6.910457611083980,15.608877182006800,2.1850826740264900
1727114733929,-16.537891387939500,-1.5507352352142300,14.045741081237800,3.555182456970220,14.519035339355500,4.292923927307130
1727114733939,-19.670326232910200,-3.587887763977050,13.884273529052700,1.4566243886947600,10.746103286743200,5.794958591461180
1727114733949,-9.703857421875,-4.095844268798830,18.578826904296900,0.778126060962677,5.726435661315920,3.510941743850710
1727114733959,-54.345985412597700,3.992262363433840,-2.3548202514648400,3.470353841781620,-9.007830619812010,-8.481545448303220
1727114733969,-18.464197158813500,-13.413105964660600,4.509222984313970,5.991341590881350,-10.747891426086400,18.950180053710900
1727114733979,-19.432392120361300,-8.765718460083010,7.226733684539800,12.676992416381800,25.099395751953100,1.5616611242294300
1727114733989,-24.341875076293900,-5.645876407623290,-9.95853328704834,1.7150132656097400,5.413217067718510,-2.6786932945251500
1727114733999,-9.040865898132320,-9.517518997192380,-1.3254832029342700,-5.499514102935790,2.2824721336364700,15.344584465026900
1727114734009,-10.727806091308600,-12.992207527160600,-8.070364952087400,7.346567153930660,15.603187561035200,-1.911257266998290
1727114734019,-9.384477615356450,-13.660852432251000,-5.4073333740234400,0.9467872381210330,2.931281089782720,-0.8559126257896420
1727114734029,-9.378166198730470,-14.192870140075700,-7.250025749206540,5.013802528381350,-1.8563055992126500,-1.9849179983139000
1727114734039,-8.472516059875490,-12.660123825073200,-8.045574188232420,5.662962436676030,0.6995776891708370,1.9303405284881600
1727114734049,-9.314887046813970,-11.560190200805700,-10.49249267578130,3.4848897457122800,0.04606211185455320,1.8825154304504400
1727114734059,-7.672571182250980,-10.26246166229250,-11.648642539978000,3.635582208633420,-0.3596941828727720,3.062368631362920
1727114734069,-5.391296863555910,-8.049617767333980,-13.125393867492700,3.6890745162963900,1.0998846292495700,2.1420505046844500
1727114734079,-1.1964468955993700,-6.3585968017578100,-13.496955871582000,2.956247329711910,1.6609344482421900,2.105790615081790
