timestamp,club,max_speed,tempo,rotation.x,rotation.y,rotation.z,userAcceleration.x,userAcceleration.y,userAcceleration.z,speed,acc
1727114607943,4i,13.945813410944263,0.2s : 0.6s,0.6034854054450989,2.0189363956451416,2.369474411010742,1.2703356742858887,-1.1935783624649048,1.0030925273895264,0.6061223927145057,2.0111132865188113
1727114607953,4i,13.945813410944263,0.2s : 0.6s,0.5974225997924805,2.3786308765411377,2.8069019317626953,1.410383939743042,-1.241707444190979,0.9869365096092224,1.0788772126922357,2.122513582628868
1727114607963,4i,13.945813410944263,0.2s : 0.6s,0.6309190392494202,2.7563984394073486,3.2818973064422607,1.5935440063476562,-1.2535654306411743,0.9604520201683044,1.4281049124887406,2.243496572787779
1727114607973,4i,13.945813410944263,0.2s : 0.6s,0.6524572968482971,3.1326565742492676,3.7803795337677,1.7806981801986694,-1.3175996541976929,0.9316250681877136,1.7154744690537165,2.403098026585785
1727114607983,4i,13.945813410944263,0.2s : 0.6s,0.6789799928665161,3.5201356410980225,4.326059818267822,2.0109751224517822,-1.4171712398529053,0.9146289825439453,1.990597210125069,2.624679302675958
1727114607993,4i,13.945813410944263,0.2s : 0.6s,0.7471529245376587,3.916151523590088,4.893027305603027,2.3107826709747314,-1.4693231582641602,0.8888639807701111,2.295191012302615,2.879011335892752
1727114608003,4i,13.945813410944263,0.2s : 0.6s,0.7639585137367249,4.307227611541748,5.510260581970215,2.660219430923462,-1.5322321653366089,0.8733508586883545,2.6438684888272403,3.1917463169128193
1727114608013,4i,13.945813410944263,0.2s : 0.6s,0.7936128973960876,4.6951446533203125,6.182525634765625,3.07503342628479,-1.6205902099609375,0.8778501749038696,3.050469143708709,3.585075191815196
1727114608023,4i,13.945813410944263,0.2s : 0.6s,0.8383156061172485,5.121020793914795,6.9462056159973145,3.5131285190582275,-1.6456491947174072,0.8442093729972839,3.5034905010504733,3.9702547435839395
1727114608033,4i,13.945813410944263,0.2s : 0.6s,0.8762531280517578,5.572112083435059,7.78277063369751,3.9965944290161133,-1.6496329307556152,0.7870636582374573,4.00433717976353,4.394715581058019
1727114608043,4i,13.945813410944263,0.2s : 0.6s,0.900063693523407,6.101486682891846,8.689756393432617,4.575721740722656,-1.6593763828277588,0.7038583159446716,4.579156957799566,4.91794428164177
1727114608053,4i,13.945813410944263,0.2s : 0.6s,0.9046316146850586,6.706879615783691,9.569297790527344,5.1699652671813965,-1.6233084201812744,0.6581546664237976,5.207188306439972,5.458648061180429
1727114608063,4i,13.945813410944263,0.2s : 0.6s,0.903331458568573,7.451419830322266,10.519944190979004,5.8980793952941895,-1.5639841556549072,0.5786446332931519,5.9280447659053515,6.129291688602561
1727114608073,4i,13.945813410944263,0.2s : 0.6s,0.7709277868270874,8.242752075195312,11.46958065032959,6.80940055847168,-1.522402286529541,0.42816978693008423,6.794532807711375,6.990634739005075
1727114608083,4i,13.945813410944263,0.2s : 0.6s,0.2743057608604431,8.7964506149292,12.469353675842285,7.90457820892334,-1.3368446826934814,0.14928042888641357,7.838496749545935,8.018216448380528
1727114608093,4i,13.945813410944263,0.2s : 0.6s,-0.30606240034103394,9.130245208740234,13.67335319519043,9.289393424987793,-0.7904450297355652,-0.06798505783081055,9.127074397079733,9.323210579909066
1727114608103,4i,13.945813410944263,0.2s : 0.6s,-1.2328816652297974,9.12827205657959,14.810314178466797,10.678051948547363,0.03798788785934448,-0.4003821015357971,10.567821760956484,10.685623160243411
1727114608113,4i,13.945813410944263,0.2s : 0.6s,-3.4796550273895264,8.288792610168457,14.72708511352539,11.788118362426758,1.0058865547180176,-0.5404263734817505,11.957617466394728,11.843293585514969
1727114608123,4i,13.945813410944263,0.2s : 0.6s,-6.542815685272217,6.9823150634765625,14.968374252319336,12.543166160583496,2.5113770961761475,-0.8060581684112549,13.132483000813346,12.817478770104032
1727114608133,4i,13.945813410944263,0.2s : 0.6s,-9.35472583770752,5.4497294425964355,15.051480293273926,12.771312713623047,4.989064693450928,-0.9394517540931702,13.918438716501566,13.743353467871552
1727114608143,4i,13.945813410944263,0.2s : 0.6s,-11.92125129699707,4.138549327850342,15.521111488342285,11.912680625915527,7.7747602462768555,-0.4827044606208801,13.945813410944263,14.233476742470668
