timestamp,club,max_speed(mph),tempo,rotation.x,rotation.y,rotation.z,userAcceleration.x,userAcceleration.y,userAcceleration.z,speed(mph),acc
1727121922351,6i,8.345472384267863,0.3s : 0.3s,-1.5990054607391357,5.008634090423584,4.783896446228027,1.918827772140503,-0.5251896977424622,1.0758134126663208,1.6421036036631744,2.2616584040533754
1727121922361,6i,8.345472384267863,0.3s : 0.3s,-1.8574323654174805,5.409867286682129,5.284952640533447,2.184540033340454,-0.4396432638168335,1.1569201946258545,2.043561560330259,2.5107699403608756
1727121922341,6i,8.345472384267863,0.3s : 0.3s,-1.4599170684814453,4.605879783630371,4.299381732940674,1.6836613416671753,-0.6236703991889954,1.0245234966278076,2.0384297766599118,2.067203104533162
1727121922371,6i,8.345472384267863,0.3s : 0.3s,-2.1739728450775146,5.737880229949951,5.7673773765563965,2.5098750591278076,-0.39950382709503174,1.1961185932159424,2.391867564646391,2.808874473758533
1727121922381,6i,8.345472384267863,0.3s : 0.3s,-2.350290060043335,5.985795021057129,6.182697296142578,2.885652542114258,-0.3761369585990906,1.1945853233337402,2.8161516997698506,3.1457119544165244
1727121922391,6i,8.345472384267863,0.3s : 0.3s,-2.5477211475372314,6.159121990203857,6.598958492279053,3.256430149078369,-0.2756776809692383,1.1081628799438477,3.2439044334433875,3.450849238679747
1727121922401,6i,8.345472384267863,0.3s : 0.3s,-2.774214506149292,6.276639938354492,6.951773643493652,3.6023263931274414,-0.030744753777980804,1.0698776245117188,3.6613556574374924,3.7579700389889044
1727121922411,6i,8.345472384267863,0.3s : 0.3s,-3.010335922241211,6.4842705726623535,7.4716315269470215,3.9029507637023926,0.2349437028169632,1.1410528421401978,4.050123265237545,4.073109966098959
1727121922421,6i,8.345472384267863,0.3s : 0.3s,-3.2365610599517822,6.625637531280518,7.815174102783203,4.209969997406006,0.4823628067970276,1.19134521484375,4.4234887576498,4.401797891472407
1727121922431,6i,8.345472384267863,0.3s : 0.3s,-3.477154493331909,6.853270530700684,8.432400703430176,4.47719144821167,0.740767776966095,1.2230329513549805,4.7702576307887075,4.699977634354346
1727121922441,6i,8.345472384267863,0.3s : 0.3s,-3.6026885509490967,7.097338676452637,8.695640563964844,4.731658935546875,1.0784063339233398,1.267158031463623,5.094037183209635,5.0156999491685434
1727121922451,6i,8.345472384267863,0.3s : 0.3s,-3.839052200317383,7.425764083862305,9.212018966674805,4.92620325088501,1.4834585189819336,1.2488884925842285,5.376305088993858,5.29413355644523
1727121922461,6i,8.345472384267863,0.3s : 0.3s,-4.797486782073975,7.904626369476318,9.943032264709473,5.166508197784424,1.9197648763656616,1.2394102811813354,5.653949117740711,5.649286856179186
1727121922471,6i,8.345472384267863,0.3s : 0.3s,-5.469016075134277,8.030978202819824,10.008593559265137,5.365720272064209,2.3635387420654297,1.3764770030975342,5.912908732564406,6.0226205561484125
1727121922481,6i,8.345472384267863,0.3s : 0.3s,-6.381607532501221,8.026308059692383,9.987323760986328,5.4910759925842285,2.5255017280578613,1.6092474460601807,6.124042508833191,6.254578473199399
1727121922491,6i,8.345472384267863,0.3s : 0.3s,-8.243979454040527,7.911651611328125,10.600578308105469,5.607927322387695,3.0671329498291016,1.4664676189422607,6.30049450122693,6.557947900259347
1727121922501,6i,8.345472384267863,0.3s : 0.3s,-10.854569435119629,7.636590957641602,10.73580551147461,6.076732158660889,3.9665424823760986,1.6506922245025635,6.624627742695107,7.442104394096537
1727121922511,6i,8.345472384267863,0.3s : 0.3s,-13.721630096435547,8.030411720275879,11.504281997680664,6.065863132476807,4.443795204162598,1.999645709991455,6.824985961234139,7.780783657445249
1727121922521,6i,8.345472384267863,0.3s : 0.3s,-17.20586395263672,5.237684726715088,11.142762184143066,6.028377532958984,4.817187309265137,2.3274168968200684,6.9129628451530305,8.059993713647257
1727121922531,6i,8.345472384267863,0.3s : 0.3s,-20.305198669433594,3.580005168914795,11.101737976074219,6.2689595222473145,5.442289352416992,3.1828765869140625,7.070984734637986,8.890954406279022
1727121922541,6i,8.345472384267863,0.3s : 0.3s,-24.3896484375,1.4499437808990479,12.149335861206055,6.609767436981201,6.10997200012207,3.5956287384033203,7.33347072584863,9.692746227859502
1727121922551,6i,8.345472384267863,0.3s : 0.3s,-28.47858238220215,-1.20535409450531,11.760234832763672,7.069054126739502,6.925606727600098,3.996957540512085,7.714713618103363,10.67292014271675
1727121922561,6i,8.345472384267863,0.3s : 0.3s,-32.14302444458008,-2.9407827854156494,10.416023254394531,6.49565315246582,6.694133758544922,4.830224514007568,7.678391160178836,10.504094702074498
1727121922571,6i,8.345472384267863,0.3s : 0.3s,-33.55272674560547,-5.294726848602295,6.550919055938721,5.835565090179443,5.204484939575195,5.9210052490234375,7.305945275258866,9.80809800965249
1727121922581,6i,8.345472384267863,0.3s : 0.3s,-30.672983169555664,-6.655023574829102,1.054945945739746,5.696230888366699,4.553439140319824,8.097068786621094,6.994927350798549,10.896943483080612
1727121922591,6i,8.345472384267863,0.3s : 0.3s,-21.09395980834961,-20.229658126831055,1.204899549484253,5.676705360412598,6.844386577606201,9.4450101852417,6.810462669958874,12.972232990968536
1727121922601,6i,8.345472384267863,0.3s : 0.3s,-12.059103965759277,-11.794407844543457,5.8109450340271,6.748632431030273,9.402321815490723,12.040769577026367,7.218747852005485,16.70113251304384
1727121922611,6i,8.345472384267863,0.3s : 0.3s,-10.839375495910645,-7.62826681137085,-8.14413833618164,8.507392883300781,14.123918533325195,-2.58780574798584,8.345472384267863,16.690043349139398
