timestamp,club,max_speed,tempo,acc,speed,rotation.x,rotation.y,rotation.z,userAcceleration.x,userAcceleration.y,userAcceleration.z,pitch,roll,yaw,gravity.x,gravity.y,gravity.z
1727265213343,4i,3.6243176225716356,1.7s : 3.7s,0.02983594930940552,0.0749026705158736,-0.2866632342338562,0.6534818410873413,0.4558234214782715,-0.06253138184547424,-0.033218443393707275,-0.024428904056549072,0.43822356737444695,0.49205536846130293,-0.1117236712691056,0.42779624462127686,-0.42433157563209534,-0.7980808615684509
1727265213353,4i,3.6243176225716356,1.7s : 3.7s,0.0364673964876327,0.04906230744101952,-0.3143712878227234,0.46214359998703003,0.27708858251571655,-0.0343894362449646,-0.027417629957199097,0.021742820739746094,0.43713123493669465,0.49539017311056527,-0.10641528529603914,0.4306753873825073,-0.42334219813346863,-0.7970571517944336
1727265213363,4i,3.6243176225716356,1.7s : 3.7s,0.04316891403746015,0.09572465243840217,-0.3125095069408417,0.24198655784130096,0.10528312623500824,-0.04506123065948486,-0.03661230206489563,0.0761067271232605,0.4353369205751406,0.49747185937057575,-0.10297707949160542,0.4326954782009125,-0.4217159152030945,-0.7968251705169678
1727265213373,4i,3.6243176225716356,1.7s : 3.7s,0.061722553755952904,0.11114728638415511,-0.3005913197994232,0.0681292787194252,0.018346361815929413,-0.07506212592124939,-0.054215312004089355,0.06148248910903931,0.43293797746307716,0.49801861170573086,-0.10079843797384615,0.4336130619049072,-0.41953951120376587,-0.7974749207496643
1727265213383,4i,3.6243176225716356,1.7s : 3.7s,0.07579885654596731,0.10141141377367228,-0.21253696084022522,-0.030655354261398315,-0.006149194203317165,-0.07954666018486023,-0.05253255367279053,0.03459674119949341,0.43062420554466363,0.49755206514577743,-0.09935813083923949,0.43370312452316284,-0.4174380898475647,-0.7985280156135559
1727265213393,4i,3.6243176225716356,1.7s : 3.7s,0.07570022515509668,0.07720716037652343,-0.01245180144906044,-0.052181683480739594,-0.024307159706950188,-0.06286293268203735,-0.016612470149993896,0.041631996631622314,0.42948367107257235,0.4968596775221094,-0.0988361974884992,0.4333767890930176,-0.4164014160633087,-0.7992461323738098
1727265213403,4i,3.6243176225716356,1.7s : 3.7s,0.07269571462912287,0.06957817162941363,0.25357988476753235,0.05348002910614014,0.026783322915434837,-0.0591200590133667,0.005864858627319336,0.036215245723724365,0.43050889922992136,0.49701359343606755,-0.09955177787875465,0.4332960247993469,-0.41733333468437195,-0.7988038063049316
1727265213413,4i,3.6243176225716356,1.7s : 3.7s,0.07230283615882045,0.06289751408809609,0.1529185175895691,0.12282714247703552,0.011700242757797241,-0.06222766637802124,0.0008662641048431396,0.009113967418670654,0.43243080616969176,0.49852033152523173,-0.10052864169769501,0.43411481380462646,-0.41907909512519836,-0.7974440455436707
1727265213423,4i,3.6243176225716356,1.7s : 3.7s,0.07188544169130229,0.06492696518124923,0.04914271831512451,0.008458403870463371,0.05697764456272125,-0.061318933963775635,-0.019209325313568115,-0.009300589561462402,0.4335121373852655,0.49931810578540575,-0.1007708329618213,0.43453362584114075,-0.4200606346130371,-0.7966991662979126
1727265213443,4i,3.6243176225716356,1.7s : 3.7s,0.029848586825737614,0.07933525649211759,-0.08246457576751709,0.09960713237524033,0.3859139680862427,0.027868181467056274,0.0036586225032806396,0.07418936491012573,0.43490271709788114,0.4978312991290362,-0.09653691930817747,0.43306925892829895,-0.42132216691970825,-0.796830415725708
1727265213453,4i,3.6243176225716356,1.7s : 3.7s,0.018351426938364817,0.09146165551239312,-0.1747921109199524,0.19376985728740692,0.49505430459976196,0.06602859497070312,-0.0078092217445373535,0.06280505657196045,0.4361050625719964,0.4973330914628078,-0.09153658300161965,0.4324302077293396,-0.42241230607032776,-0.7966002821922302
1727265213463,4i,3.6243176225716356,1.7s : 3.7s,0.042074507548751146,0.08611180495623395,-0.36834219098091125,0.045109182596206665,0.5131959915161133,0.05901533365249634,-0.03594386577606201,0.05138552188873291,0.4361247300094379,0.4959521620259029,-0.08526741885219098,0.4313257932662964,-0.4224301278591156,-0.7971893548965454
1727265213433,4i,3.6243176225716356,1.7s : 3.7s,0.008699824761174044,0.054861069677088835,-0.04119809716939926,-0.006449971813708544,0.17998826503753662,-0.04053777456283569,0.0011028945446014404,0.03694874048233032,0.434086989819243,0.4987945510371039,-0.09968256964354258,0.4340008497238159,-0.42058223485946655,-0.7967144250869751
1727265213483,4i,3.6243176225716356,1.7s : 3.7s,0.005013825314539253,0.06659734114051802,-0.3232642710208893,-0.011395905166864395,0.3787398934364319,-0.012582391500473022,0.012657374143600464,0.06416136026382446,0.4325273276139646,0.4922300696010911,-0.07380079311770349,0.42907100915908813,-0.4191667139530182,-0.8001233339309692
1727265213473,4i,3.6243176225716356,1.7s : 3.7s,0.005961354716023706,0.0752224281917108,-0.4639459550380707,0.08231887221336365,0.31776657700538635,0.019646525382995605,-0.02163800597190857,0.06931251287460327,0.4342493121739632,0.4942779906743208,-0.07924699894665321,0.430365651845932,-0.42072951793670654,-0.7986063361167908
