timestamp,club,max_speed(mph),tempo,rotation.x,rotation.y,rotation.x,userAcceleration.x,userAcceleration.y,userAcceleration.z,speed(mph),acc
1727121851902,6i,7.466030912058525,0.2s : 0.5s,-1.6107584238052368,4.875890731811523,4.5769267082214355,1.8455915451049805,-0.6225926876068115,0.9342961311340332,1.8590225172418762,2.160263656750371
1727121851912,6i,7.466030912058525,0.2s : 0.5s,-1.7562956809997559,5.132790565490723,5.094534873962402,2.1273770332336426,-0.588204026222229,0.917564332485199,2.126656109065619,2.3903224306028306
1727121851922,6i,7.466030912058525,0.2s : 0.5s,-1.999934434890747,5.411534786224365,5.5620832443237305,2.430811882019043,-0.5348325967788696,0.9293257594108582,2.4326081429765343,2.6567910492635205
1727121851932,6i,7.466030912058525,0.2s : 0.5s,-2.109907388687134,5.621336460113525,6.1398539543151855,2.7454092502593994,-0.37719011306762695,0.915169358253479,2.765741173233343,2.918403551103228
1727121851942,6i,7.466030912058525,0.2s : 0.5s,-2.1535398960113525,5.754046440124512,6.63250207901001,3.062265396118164,-0.156938374042511,0.8173319697380066,3.1151783194210747,3.1733469016585083
1727121851952,6i,7.466030912058525,0.2s : 0.5s,-2.2714314460754395,5.862103462219238,7.039490222930908,3.3135547637939453,-0.022398628294467926,0.76828533411026,3.4423594900229784,3.4015304240620776
1727121851962,6i,7.466030912058525,0.2s : 0.5s,-2.3466925621032715,6.022782802581787,7.556244850158691,3.608506441116333,0.07685782760381699,0.7667825818061829,3.7737907392875765,3.689875524865764
1727121851972,6i,7.466030912058525,0.2s : 0.5s,-2.3828864097595215,6.22495174407959,7.965038776397705,3.8927409648895264,0.15163835883140564,0.7563776969909668,4.105480467313909,3.9684422173068716
1727121851982,6i,7.466030912058525,0.2s : 0.5s,-2.5724287033081055,6.531487464904785,8.398364067077637,4.1367621421813965,0.25917133688926697,0.7990702390670776,4.417494771576141,4.221194623541173
1727121851992,6i,7.466030912058525,0.2s : 0.5s,-2.6460609436035156,6.786522388458252,8.741765022277832,4.40210485458374,0.43210938572883606,0.9869499206542969,4.72631516114159,4.532032195148685
1727121852002,6i,7.466030912058525,0.2s : 0.5s,-2.4844751358032227,7.12623929977417,9.056241989135742,4.632864952087402,0.7725920081138611,1.0717177391052246,5.0185592962755985,4.817563179408655
1727121852012,6i,7.466030912058525,0.2s : 0.5s,-3.1663992404937744,7.84166145324707,10.009672164916992,4.834212303161621,1.3395516872406006,1.0861616134643555,5.285612540070499,5.132616717171838
1727121852022,6i,7.466030912058525,0.2s : 0.5s,-3.7650296688079834,8.278731346130371,10.498437881469727,5.215346813201904,1.9256079196929932,1.458094596862793,5.6223760881851295,5.747507990056222
1727121852032,6i,7.466030912058525,0.2s : 0.5s,-4.543105125427246,8.643628120422363,10.35643196105957,5.338831424713135,2.1754913330078125,1.55225670337677,5.886848751630934,5.970375565630248
1727121852042,6i,7.466030912058525,0.2s : 0.5s,-6.1017255783081055,8.586625099182129,10.50741195678711,5.421725273132324,2.588056802749634,1.3451921939849854,6.075436957325439,6.15651565338208
1727121852052,6i,7.466030912058525,0.2s : 0.5s,-8.280715942382812,8.520665168762207,10.746170997619629,5.775092601776123,3.1932146549224854,1.5604424476623535,6.348925858581836,6.7810983641271205
1727121852062,6i,7.466030912058525,0.2s : 0.5s,-10.82523250579834,8.775437355041504,11.591197967529297,5.820220947265625,3.731785774230957,1.7044358253479004,6.540714125587232,7.120835514353038
1727121852072,6i,7.466030912058525,0.2s : 0.5s,-14.4638671875,6.696484565734863,11.101397514343262,5.794594764709473,4.14341926574707,1.9083867073059082,6.633720762298944,7.374767218264202
1727121852082,6i,7.466030912058525,0.2s : 0.5s,-17.29751205444336,4.896798133850098,10.765019416809082,5.856660842895508,4.790117263793945,2.7069528102874756,6.710721001756704,8.035750938569809
1727121852092,6i,7.466030912058525,0.2s : 0.5s,-20.97319221496582,3.696498394012451,12.492919921875,6.166413307189941,5.569019317626953,3.107489585876465,6.90274510494124,8.871027040964425
1727121852102,6i,7.466030912058525,0.2s : 0.5s,-25.597980499267578,1.4572020769119263,12.828198432922363,6.591984748840332,5.732382297515869,3.8774266242980957,7.228370725208888,9.557662212101482
1727121852112,6i,7.466030912058525,0.2s : 0.5s,-30.005855560302734,-0.42542698979377747,12.353659629821777,6.664656639099121,4.8595991134643555,4.685542106628418,7.466030912058525,9.486182398291708
1727121852132,6i,7.466030912058525,0.2s : 0.5s,-33.70265197753906,-5.345189094543457,3.904742479324341,6.094245910644531,2.7154932022094727,7.38712215423584,7.327465676699403,9.954059989384
1727121852122,6i,7.466030912058525,0.2s : 0.5s,-34.78236770629883,-2.734323263168335,9.051587104797363,5.995608329772949,3.4573047161102295,5.1479363441467285,7.1665208553546424,8.625631788307892
1727121852142,6i,7.466030912058525,0.2s : 0.5s,-27.811983108520508,-10.438004493713379,0.07501030713319778,6.587366104125977,4.175933837890625,9.132206916809082,7.354166897249826,12.00953865806857
1727121852152,6i,7.466030912058525,0.2s : 0.5s,-16.654926300048828,11.970514297485352,-0.2384730577468872,5.731752872467041,8.518099784851074,8.42627239227295,7.090954370746239,13.282058626752683
1727121852162,6i,7.466030912058525,0.2s : 0.5s,-33.41394805908203,-19.593076705932617,-5.166316986083984,4.196664810180664,6.289792537689209,0.12798115611076355,6.164249836676231,7.562398090057083
1727121852172,6i,7.466030912058525,0.2s : 0.5s,-0.652402937412262,-10.579024314880371,1.9834579229354858,4.615628242492676,10.210213661193848,10.193648338317871,5.7594918916770865,15.148034642336153
1727121852182,6i,7.466030912058525,0.2s : 0.5s,-18.666536331176758,-9.844255447387695,-9.647417068481445,6.826066970825195,8.922327041625977,-7.169508457183838,6.622076284560818,13.326851152674866
1727121852192,6i,7.466030912058525,0.2s : 0.5s,-10.162821769714355,-15.618917465209961,-6.225732326507568,-4.030697822570801,-5.4071946144104,1.156846046447754,2.175700925988806,6.842702047449357
1727121852202,6i,7.466030912058525,0.2s : 0.5s,-11.418768882751465,-12.390488624572754,-5.488224029541016,8.505889892578125,-3.3339245319366455,5.019192218780518,4.873478801524535,10.42389112464144
1727121852212,6i,7.466030912058525,0.2s : 0.5s,-7.849191665649414,-11.615219116210938,-9.323043823242188,6.9563188552856445,1.638289451599121,1.956508755683899,6.4801313081631156,7.409608009516515
1727121852222,6i,7.466030912058525,0.2s : 0.5s,-7.115300178527832,-12.318538665771484,-10.499366760253906,2.8037269115448,-3.642727851867676,2.839994192123413,5.268408383266252,5.403324699533404
1727121852232,6i,7.466030912058525,0.2s : 0.5s,-4.852703094482422,-10.857781410217285,-7.787080764770508,4.666163921356201,-1.5975501537322998,5.10930061340332,5.207145158434264,7.101422744266104
1727121852242,6i,7.466030912058525,0.2s : 0.5s,-2.7645699977874756,-10.678570747375488,-10.234296798706055,4.50153112411499,1.1708707809448242,2.8256218433380127,5.230653844974042,5.442321163675957
1727121852252,6i,7.466030912058525,0.2s : 0.5s,-1.2632602453231812,-10.08159065246582,-9.606375694274902,3.7787890434265137,-1.9147369861602783,3.6836938858032227,4.88945019685019,5.613828017065936
1727121852262,6i,7.466030912058525,0.2s : 0.5s,0.15103040635585785,-9.928954124450684,-9.481650352478027,3.7207367420196533,-1.3803496360778809,4.14469575881958,4.628980893987798,5.738270641440013
1727121852272,6i,7.466030912058525,0.2s : 0.5s,0.35705387592315674,-9.7030611038208,-9.072493553161621,3.5859456062316895,-0.8793755769729614,4.445855617523193,4.42264798418455,5.77909503885266
1727121852282,6i,7.466030912058525,0.2s : 0.5s,1.4636937379837036,-9.445157051086426,-8.313760757446289,3.306333303451538,-1.4524794816970825,4.4331817626953125,4.171068888788294,5.717922446077605
1727121852292,6i,7.466030912058525,0.2s : 0.5s,1.9157977104187012,-9.198668479919434,-7.713176250457764,3.0110867023468018,-1.4265387058258057,3.904407501220703,3.87770127452585,5.132840708989263
1727121852302,6i,7.466030912058525,0.2s : 0.5s,2.9474213123321533,-8.765249252319336,-7.621306419372559,2.596087694168091,-1.099462628364563,3.064012050628662,3.504389043285181,4.163731407449209
1727121852312,6i,7.466030912058525,0.2s : 0.5s,3.5154173374176025,-8.354023933410645,-7.398531913757324,2.4492087364196777,-0.8667277097702026,2.6547532081604004,3.206756257834135,3.714506017450492
1727121852322,6i,7.466030912058525,0.2s : 0.5s,3.9601564407348633,-7.819975852966309,-7.008556365966797,2.3627266883850098,-0.8717325925827026,2.619617462158203,2.9971643039368936,3.6338396724431776
1727121852332,6i,7.466030912058525,0.2s : 0.5s,4.202031135559082,-7.297751426696777,-6.62351131439209,2.3088443279266357,-0.5421068668365479,2.6464977264404297,2.854110419983912,3.5536730577987474
1727121852342,6i,7.466030912058525,0.2s : 0.5s,4.591194152832031,-6.696560382843018,-6.1820878982543945,2.220137596130371,-0.20265251398086548,2.794095039367676,2.732266931986533,3.5744994161691173
1727121852352,6i,7.466030912058525,0.2s : 0.5s,4.906515121459961,-6.097712516784668,-5.796724796295166,1.9610860347747803,-0.04673159122467041,2.7815208435058594,2.5386220542165847,3.4036598655365973
1727121852362,6i,7.466030912058525,0.2s : 0.5s,5.029066562652588,-5.4894890785217285,-5.694217205047607,1.5605027675628662,-0.2011905312538147,2.687534809112549,2.2277665019928947,3.1142398539016196
1727121852372,6i,7.466030912058525,0.2s : 0.5s,5.1452250480651855,-4.884477615356445,-5.7018513679504395,1.0549317598342896,-0.3883717358112335,2.6040172576904297,1.794970845082634,2.8363038450479325
1727121852382,6i,7.466030912058525,0.2s : 0.5s,5.40877628326416,-4.406966686248779,-4.6929545402526855,0.7965520024299622,-0.35842472314834595,2.4703478813171387,1.4063887538444833,2.6202255684324633
1727121852392,6i,7.466030912058525,0.2s : 0.5s,5.690987586975098,-3.944059371948242,-3.695096254348755,0.7849417924880981,-0.29451340436935425,2.13777494430542,1.1756368180258308,2.2962912436029748
1727121852402,6i,7.466030912058525,0.2s : 0.5s,5.950672149658203,-3.598681688308716,-3.2188918590545654,0.862280011177063,-0.38978317379951477,1.7868878841400146,1.0888092182681344,2.0219856702605776
1727121852412,6i,7.466030912058525,0.2s : 0.5s,5.949880123138428,-3.2146427631378174,-2.9202005863189697,0.9633500576019287,-0.5613111853599548,1.675184726715088,1.0961004069604798,2.0123015303158076
1727121852422,6i,7.466030912058525,0.2s : 0.5s,5.824653148651123,-3.19114351272583,-2.2437596321105957,1.0416827201843262,-0.5063693523406982,1.6828731298446655,1.1442807204311427,2.042932887217232
1727121852432,6i,7.466030912058525,0.2s : 0.5s,5.88637638092041,-3.198572874069214,-1.4556899070739746,1.1471107006072998,-0.38114526867866516,1.677919626235962,1.2253904932563113,2.067981853738502
