timestamp,club,max_speed(mph),tempo,rotation.x,rotation.y,rotation.z,userAcceleration.x,userAcceleration.y,userAcceleration.z,speed(mph),acc
1727120947429,5i,7.013163304628839,0.2s : 0.4s,-2.8872673511505127,5.379241943359375,4.191874980926514,1.9652070999145508,-0.49938449263572693,1.210646390914917,0.9376702974584601,2.361586013863335
1727120947439,5i,7.013163304628839,0.2s : 0.4s,-3.0189032554626465,5.646080017089844,4.646358013153076,2.298888683319092,-0.42798560857772827,1.1671316623687744,1.7246878174677023,2.6134760715847265
1727120947419,5i,7.013163304628839,0.2s : 0.4s,-2.7252845764160156,5.039744853973389,3.7995638847351074,1.678728461265564,-0.5941716432571411,1.2241252660751343,1.873981373886076,2.1609377259322993
1727120947459,5i,7.013163304628839,0.2s : 0.4s,-3.708271026611328,5.9320831298828125,5.593303203582764,2.916867256164551,-0.36311590671539307,1.279270052909851,2.4975673291077314,3.2056979926478775
1727120947449,5i,7.013163304628839,0.2s : 0.4s,-3.348734140396118,5.808368682861328,5.099972248077393,2.626201629638672,-0.37808144092559814,1.2096233367919922,2.7777759007464824,2.9160022620706223
1727120947469,5i,7.013163304628839,0.2s : 0.4s,-4.2532172203063965,6.043840408325195,6.132740020751953,3.1816513538360596,-0.35668283700942993,1.3870606422424316,3.1697791199217997,3.4891353096206963
1727120947479,5i,7.013163304628839,0.2s : 0.4s,-4.908459186553955,6.067562580108643,6.654691696166992,3.4785735607147217,-0.21672023832798004,1.5087006092071533,3.558018833305531,3.797844020918509
1727120947489,5i,7.013163304628839,0.2s : 0.4s,-5.220402240753174,6.101875305175781,7.222116470336914,3.7247438430786133,0.08802558481693268,1.5371533632278442,3.9020005762054137,4.030422516587693
1727120947499,5i,7.013163304628839,0.2s : 0.4s,-5.394696235656738,6.2150139808654785,7.852654933929443,3.8851985931396484,0.45231199264526367,1.4777418375015259,4.178261735171242,4.1812767410358544
1727120947509,5i,7.013163304628839,0.2s : 0.4s,-5.372128486633301,6.441795825958252,8.445833206176758,3.978806495666504,0.7732300758361816,1.4559485912322998,4.3808055100983925,4.3068053334747916
1727120947519,5i,7.013163304628839,0.2s : 0.4s,-5.506876468658447,6.592049598693848,9.040614128112793,4.1400322914123535,1.0836071968078613,1.4079203605651855,4.5714644264450355,4.505142802687259
1727120947529,5i,7.013163304628839,0.2s : 0.4s,-5.969225883483887,6.646711826324463,9.553589820861816,4.4052653312683105,1.451533317565918,1.5922410488128662,4.809867977113919,4.9039313992350175
1727120947539,5i,7.013163304628839,0.2s : 0.4s,-6.226048946380615,6.540883541107178,9.83773422241211,4.581001281738281,1.8447294235229492,1.7049845457077026,5.038617864479613,5.224516407324336
1727120947549,5i,7.013163304628839,0.2s : 0.4s,-6.91459321975708,6.322953701019287,9.966131210327148,4.716029644012451,2.3005270957946777,1.8217549324035645,5.23661255466647,5.554471311963581
1727120947559,5i,7.013163304628839,0.2s : 0.4s,-7.674314022064209,6.170558452606201,9.921873092651367,4.697280406951904,2.6953237056732178,2.247830867767334,5.342545744235108,5.863612939987248
1727120947569,5i,7.013163304628839,0.2s : 0.4s,-8.539763450622559,5.8690924644470215,9.80916690826416,4.626055717468262,2.9622457027435303,2.3749115467071533,5.363795105044672,5.98460491254237
1727120947579,5i,7.013163304628839,0.2s : 0.4s,-9.995992660522461,5.240426540374756,9.564961433410645,4.727636814117432,3.4148709774017334,2.475146770477295,5.418120882228578,6.335475134029276
1727120947589,5i,7.013163304628839,0.2s : 0.4s,-11.850104331970215,4.41760778427124,9.426407814025879,4.858018398284912,3.897592306137085,2.655235767364502,5.515956741207939,6.7706606415641195
1727120947599,5i,7.013163304628839,0.2s : 0.4s,-13.831476211547852,3.9136197566986084,9.206263542175293,4.791131973266602,4.172757625579834,3.1544508934020996,5.545548511799831,7.093476737536924
1727120947609,5i,7.013163304628839,0.2s : 0.4s,-16.450307846069336,3.0689854621887207,8.620439529418945,4.811436653137207,4.437566757202148,3.7714524269104004,5.566133237138666,7.5541892218970865
1727120947619,5i,7.013163304628839,0.2s : 0.4s,-19.13910675048828,1.259837031364441,7.870708465576172,5.240615367889404,5.063839435577393,4.12230110168457,5.781773887870295,8.372567445916287
1727120947629,5i,7.013163304628839,0.2s : 0.4s,-20.831647872924805,-1.3663016557693481,7.295297622680664,5.4686150550842285,5.311410903930664,4.193593502044678,6.034838528179737,8.700750707351567
1727120947639,5i,7.013163304628839,0.2s : 0.4s,-23.25461196899414,-3.2220876216888428,6.880867004394531,5.591153621673584,4.388750076293945,4.739004611968994,6.243546121698317,8.542850271752815
1727120947649,5i,7.013163304628839,0.2s : 0.4s,-25.51615333557129,-4.619078636169434,6.01510763168335,6.4236884117126465,4.343461990356445,6.369265556335449,6.757597704397881,10.034788418275875
1727120947659,5i,7.013163304628839,0.2s : 0.4s,-25.255592346191406,-4.328279495239258,4.313790321350098,6.262072563171387,7.544888019561768,8.422871589660645,7.013163304628839,12.926084241952896
1727120947669,5i,7.013163304628839,0.2s : 0.4s,-21.30234146118164,-9.849418640136719,-2.6290769577026367,3.3521041870117188,10.976696968078613,5.571145534515381,5.76206364431914,12.757826671355838
1727120947679,5i,7.013163304628839,0.2s : 0.4s,-26.133176803588867,-6.664373874664307,3.2690775394439697,0.6313862800598145,3.7330639362335205,3.501275062561035,3.606944898065818,5.156873282364698
1727120947689,5i,7.013163304628839,0.2s : 0.4s,-6.945723533630371,-13.49108600616455,-7.4069743156433105,4.292949199676514,17.053428649902344,2.985356330871582,3.9907785996745067,17.837073582025397
1727120947699,5i,7.013163304628839,0.2s : 0.4s,7.906915664672852,-13.560916900634766,0.4802432358264923,-4.495914459228516,-4.0029988288879395,-7.801915168762207,0.5599470433366293,9.854294837751713
1727120947709,5i,7.013163304628839,0.2s : 0.4s,-25.2493839263916,-8.173279762268066,4.881096839904785,6.185892581939697,-4.51902961730957,6.137233257293701,2.7927017171362585,9.815932343483706
1727120947719,5i,7.013163304628839,0.2s : 0.4s,-9.11745548248291,-12.99633502960205,-4.507906436920166,6.039899826049805,6.363916873931885,13.417235374450684,4.7741615065124225,16.03128294867389
1727120947729,5i,7.013163304628839,0.2s : 0.4s,-10.494058609008789,-13.062582015991211,-0.0934535413980484,0.7505403161048889,3.003990411758423,-4.854121208190918,3.3270069198704553,5.757582988011916
1727120947739,5i,7.013163304628839,0.2s : 0.4s,-5.6335859298706055,-13.06679630279541,-7.581726551055908,-0.2458178997039795,2.7318408489227295,5.26702880859375,1.7101543117472997,5.938431891856152
1727120947749,5i,7.013163304628839,0.2s : 0.4s,-7.188773155212402,-13.476202964782715,-3.935581684112549,2.34250545501709,1.3214962482452393,3.1061832904815674,1.9968477437269707,4.1087782581903785
1727120947759,5i,7.013163304628839,0.2s : 0.4s,-3.7678775787353516,-13.691987037658691,-5.772493362426758,3.1438136100769043,2.411099433898926,2.838548421859741,2.7170596100416686,4.873840542969674
1727120947769,5i,7.013163304628839,0.2s : 0.4s,-2.8472049236297607,-13.09900951385498,-6.880649089813232,0.6162582039833069,0.48621034622192383,3.1598637104034424,1.9617645943578275,3.2559043817462734
1727120947779,5i,7.013163304628839,0.2s : 0.4s,-1.2973911762237549,-12.778183937072754,-5.808981418609619,1.964465618133545,0.29271429777145386,3.6986799240112305,2.0150917878229113,4.198218670487802
1727120947789,5i,7.013163304628839,0.2s : 0.4s,-0.7672858238220215,-12.119453430175781,-6.827760219573975,0.9265891313552856,0.702907145023346,4.393394470214844,1.650085471223984,4.5447289076230915
1727120947799,5i,7.013163304628839,0.2s : 0.4s,0.08466337621212006,-11.53759765625,-6.871581554412842,0.12359505891799927,0.3386741876602173,3.8306028842926025,1.003708188409507,3.8475309486899594
1727120947809,5i,7.013163304628839,0.2s : 0.4s,0.8876908421516418,-10.952441215515137,-6.671575546264648,0.8736579418182373,-0.2406255006790161,3.356545925140381,0.9544195957571985,3.4767196289686058
1727120947819,5i,7.013163304628839,0.2s : 0.4s,1.6085454225540161,-10.485135078430176,-6.347630023956299,1.319193959236145,-0.5823432207107544,2.3452847003936768,1.1943246731062342,2.753135785734799
1727120947829,5i,7.013163304628839,0.2s : 0.4s,2.3621304035186768,-9.770587921142578,-6.087762355804443,1.5094352960586548,-0.48118680715560913,2.0008544921875,1.443312743412886,2.5521274175235034
