timestamp,club,max_speed(mph),tempo,rotation.x,rotation.y,rotation.x,userAcceleration.x,userAcceleration.y,userAcceleration.z,speed(mph),acc
1727121274923,5i,7.847747658600498,0.2s : 0.4s,-2.3951170444488525,4.511035442352295,3.886239528656006,1.5946048498153687,-0.6213092803955078,1.043094277381897,2.785637588613411,2.0042044607442473
1727121274943,5i,7.847747658600498,0.2s : 0.4s,-3.251009941101074,5.215478420257568,5.010279655456543,2.209472417831421,-0.5723773241043091,1.3391613960266113,2.639376061872362,2.646268582535525
1727121274933,5i,7.847747658600498,0.2s : 0.4s,-2.7904603481292725,4.84790563583374,4.4136433601379395,1.8680460453033447,-0.625354528427124,1.2323404550552368,2.44447476095168,2.3236452635382028
1727121274963,5i,7.847747658600498,0.2s : 0.4s,-3.845071315765381,5.937064170837402,6.1149187088012695,2.796435832977295,-0.27642548084259033,1.2383036613464355,2.756300261656217,3.070807771926218
1727121274953,5i,7.847747658600498,0.2s : 0.4s,-3.5890300273895264,5.625298976898193,5.583991527557373,2.534846067428589,-0.4445466697216034,1.3661625385284424,2.8638149609842474,2.9136688914146074
1727121274973,5i,7.847747658600498,0.2s : 0.4s,-4.1621785163879395,6.294445991516113,6.609333515167236,3.0654876232147217,-0.09566476941108704,1.1409680843353271,3.1539228490295836,3.272334684237073
1727121274983,5i,7.847747658600498,0.2s : 0.4s,-4.541534900665283,6.412531852722168,7.0383806228637695,3.36604642868042,0.06431340426206589,1.2209336757659912,3.488062806120915,3.5812126179018526
1727121274993,5i,7.847747658600498,0.2s : 0.4s,-5.038983345031738,6.872983455657959,7.531896114349365,3.7519617080688477,0.21829694509506226,1.336928367614746,3.8697860102147583,3.9890158780312936
1727121275003,5i,7.847747658600498,0.2s : 0.4s,-5.66493558883667,7.124074459075928,7.8909735679626465,4.129639148712158,0.4421834945678711,1.4175817966461182,4.278912694790322,4.388505883740703
1727121275013,5i,7.847747658600498,0.2s : 0.4s,-5.737663269042969,7.354050159454346,8.411689758300781,4.351590633392334,0.7293574810028076,1.469689130783081,4.628215531311909,4.650622487029514
1727121275023,5i,7.847747658600498,0.2s : 0.4s,-5.757033348083496,7.346906661987305,8.789782524108887,4.575981616973877,1.055985927581787,1.33445143699646,4.9358940621650325,4.882158813049361
1727121275033,5i,7.847747658600498,0.2s : 0.4s,-6.346635818481445,7.4144792556762695,9.184403419494629,4.835928440093994,1.5567715167999268,1.3836016654968262,5.238464229016964,5.265367508730522
1727121275043,5i,7.847747658600498,0.2s : 0.4s,-6.463908672332764,6.865077495574951,9.902898788452148,5.084174633026123,2.186467170715332,1.649571180343628,5.535291014072531,5.7749939798014065
1727121275053,5i,7.847747658600498,0.2s : 0.4s,-6.511251926422119,5.98806095123291,10.459320068359375,5.449594497680664,2.871596097946167,1.5995206832885742,5.883754058269264,6.364166147670798
1727121275063,5i,7.847747658600498,0.2s : 0.4s,-7.538279056549072,5.527372360229492,10.167726516723633,5.377962112426758,3.639747381210327,1.474522352218628,6.060913441019621,6.65916313427727
1727121275073,5i,7.847747658600498,0.2s : 0.4s,-8.674013137817383,5.531829833984375,9.939545631408691,4.544795989990234,4.013668060302734,1.837693214416504,5.755678506019529,6.335757116496661
1727121275083,5i,7.847747658600498,0.2s : 0.4s,-10.890179634094238,4.939296722412109,9.836587905883789,4.03189754486084,3.759232997894287,2.3230583667755127,5.291376175110877,5.982025636868991
1727121275093,5i,7.847747658600498,0.2s : 0.4s,-13.542234420776367,3.9880685806274414,10.01717472076416,4.337240695953369,3.6777596473693848,2.780813694000244,5.152379634364226,6.330126197730337
1727121275103,5i,7.847747658600498,0.2s : 0.4s,-16.076967239379883,2.807126760482788,9.966344833374023,4.915462017059326,4.358962535858154,3.33090877532959,5.37420534610664,7.365953739994269
1727121275113,5i,7.847747658600498,0.2s : 0.4s,-18.445486068725586,1.445327639579773,9.374811172485352,5.023488521575928,5.117628574371338,4.054521083831787,5.584320754301118,8.238003421391836
1727121275123,5i,7.847747658600498,0.2s : 0.4s,-20.55316162109375,-0.8703365921974182,9.07248306274414,5.047117233276367,5.456718444824219,4.391172409057617,5.714851993057992,8.633166491999852
1727121275133,5i,7.847747658600498,0.2s : 0.4s,-22.54729652404785,-4.079779624938965,9.166976928710938,5.544879913330078,5.427218437194824,4.443904399871826,6.021679736751908,8.941402548452842
1727121275143,5i,7.847747658600498,0.2s : 0.4s,-23.323320388793945,-6.11857795715332,9.315346717834473,6.113186836242676,4.425877571105957,4.806189060211182,6.489291407234094,8.947563850105968
1727121275153,5i,7.847747658600498,0.2s : 0.4s,-24.46866226196289,-7.070102691650391,9.081689834594727,6.913882732391357,3.209385395050049,5.923564910888672,7.15746642495421,9.653525278608404
1727121275163,5i,7.847747658600498,0.2s : 0.4s,-22.575593948364258,-7.205981254577637,6.641420841217041,7.501761436462402,4.891643047332764,8.857380867004395,7.847747658600498,12.595943480950085
1727121275173,5i,7.847747658600498,0.2s : 0.4s,-20.45301628112793,-12.383703231811523,2.383911609649658,5.951679229736328,10.127700805664062,9.854612350463867,7.522390075709072,15.333172986718642
1727121275183,5i,7.847747658600498,0.2s : 0.4s,-10.208133697509766,-10.295027732849121,-3.668938398361206,1.914336919784546,11.47069263458252,5.985883712768555,5.334244764294011,13.079460202252374
1727121275193,5i,7.847747658600498,0.2s : 0.4s,-17.965452194213867,-11.373345375061035,0.9889482259750366,1.88865065574646,8.133997917175293,2.09781813621521,3.864389932857716,8.609864362967455
1727121275203,5i,7.847747658600498,0.2s : 0.4s,-8.492654800415039,-15.048314094543457,-7.399723529815674,3.898810386657715,6.249632835388184,10.383591651916504,4.032839156006367,12.730970450127607
1727121275213,5i,7.847747658600498,0.2s : 0.4s,-18.088552474975586,-14.993782997131348,-3.7390053272247314,0.4341222643852234,1.4233816862106323,-1.4225136041641235,2.632455084101811,2.0586457973888517
1727121275223,5i,7.847747658600498,0.2s : 0.4s,-2.8435404300689697,-17.3271484375,-8.83401107788086,4.713166236877441,2.741781234741211,8.802288055419922,3.6613323733582064,10.354302261678898
1727121275233,5i,7.847747658600498,0.2s : 0.4s,-8.611947059631348,-14.097895622253418,-4.804728984832764,3.7710506916046143,1.949028491973877,1.2644078731536865,4.064978332042456,4.42925080017723
1727121275243,5i,7.847747658600498,0.2s : 0.4s,-2.0868782997131348,-15.803006172180176,-8.116366386413574,5.088346481323242,1.1251848936080933,5.77480936050415,4.838628899539626,7.7785431868033506
1727121275253,5i,7.847747658600498,0.2s : 0.4s,-3.265943765640259,-13.72467041015625,-5.9391913414001465,3.3089497089385986,1.1649527549743652,5.536199569702148,4.500128231641958,6.554065057136484
1727121275263,5i,7.847747658600498,0.2s : 0.4s,0.4542127847671509,-14.068339347839355,-6.616455078125,2.5160446166992188,0.9776720404624939,5.948626518249512,3.8188851938711355,6.532417667720315
1727121275273,5i,7.847747658600498,0.2s : 0.4s,0.8250017762184143,-13.297370910644531,-6.338457107543945,0.8733234405517578,0.8518630266189575,5.418015956878662,2.6252942647395914,5.553670980255256
1727121275283,5i,7.847747658600498,0.2s : 0.4s,2.8736045360565186,-12.96208667755127,-5.306416034698486,0.8531572818756104,-0.0811840295791626,5.650692462921143,1.8608425429428936,5.715312196616201
1727121275293,5i,7.847747658600498,0.2s : 0.4s,2.9237890243530273,-12.06171989440918,-4.8535895347595215,0.8459521532058716,-0.6015459895133972,4.587599754333496,1.4499298999199446,4.703569296712238
1727121275303,5i,7.847747658600498,0.2s : 0.4s,3.608306884765625,-11.272908210754395,-4.629796981811523,0.27787044644355774,-0.4647015333175659,4.462837219238281,0.9635943494674407,4.495561760836226
1727121275313,5i,7.847747658600498,0.2s : 0.4s,4.049524784088135,-10.530314445495605,-4.338870525360107,-0.24480845034122467,-0.3758918046951294,3.684635877609253,0.41946409989291167,3.711841507494729
1727121275323,5i,7.847747658600498,0.2s : 0.4s,4.909483432769775,-10.009428977966309,-4.094890117645264,-0.4066798985004425,-0.05059635639190674,3.139536142349243,0.04286825977000448,3.1661705134502207
1727121275333,5i,7.847747658600498,0.2s : 0.4s,5.116250514984131,-9.556408882141113,-3.741563081741333,-0.333689421415329,0.07975655794143677,2.602036237716675,0.18213801374311797,2.624557547643014
1727121275343,5i,7.847747658600498,0.2s : 0.4s,4.993913650512695,-9.077322006225586,-3.219081163406372,-0.021198362112045288,0.15680068731307983,2.4778943061828613,0.13043771585107822,2.48294100185879
1727121275353,5i,7.847747658600498,0.2s : 0.4s,5.0659356117248535,-8.299338340759277,-2.7937824726104736,0.2732287049293518,0.21502423286437988,2.2543272972106934,0.06277117703713178,2.280982443787228
