Time,timestamp,club,max_speed,tempo,speed,acc,rotation.x,rotation.y,rotation.z,userAcceleration.x,userAcceleration.y,userAcceleration.z,pitch,roll,yaw,gravity.x,gravity.y,gravity.z
0.1,1727373991661,8i,11.192756461940000,4.2s : 11.4s,0.002648628629259550,0.01803504290272480,-0.01685912534594540,-0.009712203405797480,0.013390430249273800,0.016522705554962200,-0.007044505327939990,-0.0016241669654846200,-0.03865511141279120,1.8091777001420800,3.0042803726825500,0.9709959030151370,0.038645487278699900,0.23595377802848800
0.11,1727373991671,8i,11.192756461940000,4.2s : 11.4s,0.005846065850869340,0.02031553512701870,-0.0035417748149484400,-0.01924845203757290,0.023442797362804400,-0.004262149333953860,0.014982704073190700,-0.01304122805595400,-0.0385547034477971,1.8090546087954800,3.0043377602173500,0.971028745174408,0.0385451540350914,0.23583516478538500
0.12,1727373991681,8i,11.192756461940000,4.2s : 11.4s,0.010189702167048400,0.016980549965674900,0.014393016695976300,-0.026302900165319400,0.03191085159778600,-0.016438722610473600,-0.003580670803785320,0.002299189567565920,-0.03836488297819850,1.8088901251761900,3.0042335758773600,0.9710743427276610,0.038355473428964600,0.235677108168602
0.13,1727373991691,8i,11.192756461940000,4.2s : 11.4s,0.00747771344122443,0.01101917418596310,0.04533149302005770,-0.02039201185107230,0.02389446832239630,-0.01018136739730840,-0.004127956926822660,0.0008496642112731930,-0.03825596623964260,1.8086534102065800,3.0038821537579800,0.9711344242095950,0.03824663534760480,0.23544827103614800
0.14,1727373991701,8i,11.192756461940000,4.2s : 11.4s,0.0073640924981220800,0.012519733753906100,0.03711431100964550,-0.024383027106523500,0.0173414945602417,-0.011471867561340300,0.004880446940660480,-0.0011494457721710200,-0.03826550501154600,1.8083551721733800,3.003409637384660,0.9712038636207580,0.038256168365478500,0.23515847325325000
0.15,1727373991711,8i,11.192756461940000,4.2s : 11.4s,0.008599331266427390,0.014937501518821500,0.009410882368683820,-0.011967102065682400,0.010319805704057200,-0.010555624961853000,-0.007279649376869200,0.007662534713745120,-0.03818799949099640,1.8081108861188400,3.0031417850598200,0.9712643027305600,0.03817871958017350,0.23492194712162000
0.16,1727373991721,8i,11.192756461940000,4.2s : 11.4s,0.009982850090575500,0.025030607001471000,-0.012149536982178700,-0.016257721930742300,0.003188392613083120,-0.00560528039932251,-0.016003970056772200,0.0184115469455719,-0.0381690211543913,1.8079465686902600,3.0031543704431100,0.9713037014007570,0.03815975412726400,0.2347625344991680
0.17,1727373991731,8i,11.192756461940000,4.2s : 11.4s,0.011284999282867900,0.02475728345215980,-0.013007554225623600,-0.023077810183167500,-0.0023115675430744900,-0.003121495246887210,-0.017606008797884000,0.017123311758041400,-0.038016182494185600,1.8078261827637200,3.0032917053058900,0.9713374376297000,0.03800702467560770,0.23464691638946500
0.18,1727373991741,8i,11.192756461940000,4.2s : 11.4s,0.010677499519133100,0.009631264682525220,-0.023249007761478400,-0.02158164605498310,-0.0038311672396957900,0.007257699966430660,-0.005466822534799580,0.003193885087966920,-0.03796192710292620,1.8075882560578900,3.003448450981030,0.9713954329490660,0.037952810525894200,0.23441633582115200
0.19,1727373991751,8i,11.192756461940000,4.2s : 11.4s,0.011043855962536800,0.01651727227498660,-0.04081074520945550,-0.026925811544060700,0.006666747387498620,0.013973116874694800,-0.00021987035870552100,-0.008804768323898320,-0.037994535922297600,1.8072641099676900,3.0037519501204600,0.9714702367782590,0.03798539564013480,0.23410117626190200
0.2,1727373991761,8i,11.192756461940000,4.2s : 11.4s,0.011865027951002600,0.020554602275575500,-0.04901408031582830,-0.026547376066446300,0.012559790164232300,0.01596963405609130,-0.012612923979759200,0.0028942376375198400,-0.0377684006894769,1.8070938651747400,3.004183505884970,0.9715180397033690,0.03775942325592040,0.23393771052360500
0.21,1727373991771,8i,11.192756461940000,4.2s : 11.4s,0.01264300594073870,0.015835333777838000,-0.030811693519353900,-0.03644341602921490,0.01139732077717780,0.012052834033966100,-0.008672751486301420,0.005501851439476010,-0.03752068194458920,1.806826331341380,3.004546181398920,0.9715897440910340,0.037511877715587600,0.23367998003959700
0.22,1727373991781,8i,11.192756461940000,4.2s : 11.4s,0.012604540225532800,0.004103524296890800,-0.0010711071081459500,-0.03013332188129430,0.01025402545928960,0.0008426904678344730,-0.00018091872334480300,0.004011988639831540,-0.03742111818899130,1.8065370203183700,3.004673466473280,0.9716610312461850,0.037412386387586600,0.23339977860450700
0.23,1727373991791,8i,11.192756461940000,4.2s : 11.4s,0.014359673169538400,0.021608597989833200,-0.0120563805103302,-0.033158138394355800,0.011215959675610100,-0.0017629265785217300,0.02020859345793720,0.0074455589056015000,-0.0372646483884028,1.8063153384054400,3.0046711566871300,0.971718430519104,0.03725602477788930,0.23318572342395800
0.24,1727373991801,8i,11.192756461940000,4.2s : 11.4s,0.016280633717852300,0.013821482280091900,-0.011916831135749800,-0.03637443855404850,0.011129139922559300,-0.003422260284423830,0.006053689867258070,0.011944636702537500,-0.03701507921396420,1.806174213668860,3.004795804314940,0.9717603325843810,0.03700662776827810,0.23305074870586400
0.25,1727373991811,8i,11.192756461940000,4.2s : 11.4s,0.019668564424565400,0.01955454068109760,-0.016963999718427700,-0.03775821998715400,0.008429760113358500,-0.009274065494537350,-0.0004565827548503880,0.01720939576625820,-0.036765542149787400,1.8059830427231600,3.004895925085460,0.9718137383461000,0.03675726056098940,0.23286710679531100
0.26,1727373991821,8i,11.192756461940000,4.2s : 11.4s,0.022008972773107700,0.021234218965572200,-0.00789007730782032,-0.05322612449526790,0.010841784998774500,-0.007213473320007320,0.0037685036659240700,0.01961265504360200,-0.03661444788443900,1.8055499675310100,3.0050077942378000,0.9719198942184450,0.03660626709461210,0.23244750499725300
0.27,1727373991831,8i,11.192756461940000,4.2s : 11.4s,0.01862833662072140,0.021163405975110900,0.000418718671426177,-0.04134096950292590,0.008789553306996820,0.005809366703033450,0.010878946632146800,0.017198532819747900,-0.03652298842031370,1.8050030735283000,3.0050089281014300,0.9720500707626340,0.03651487082242970,0.23191669583320600
0.28,1727373991841,8i,11.192756461940000,4.2s : 11.4s,0.01598972842954530,0.027643482765260300,-0.010070939548313600,-0.03000016324222090,0.008109647780656820,0.004965007305145260,0.025970157235860800,0.0080660879611969,-0.03633949958303270,1.8046797510443500,3.005024356189290,0.9721317291259770,0.036331500858068500,0.23160400986671400
0.29,1727373991851,8i,11.192756461940000,4.2s : 11.4s,0.020092263148169200,0.032960712751768000,-0.0299997478723526,-0.04523211345076560,0.00656155264005065,-0.00419461727142334,0.027795031666755700,0.0172119140625,-0.0361624553011346,1.8043583322676700,3.0052153744526000,0.9722122550010680,0.036154575645923600,0.2312929928302770
0.3,1727373991861,8i,11.192756461940000,4.2s : 11.4s,0.0218990340862967,0.0329024323059443,-0.03510688990354540,-0.0481453463435173,0.005592960864305500,0.004639267921447750,0.024002179503440900,0.02202141284942630,-0.036033713796822700,1.8039775334980300,3.00552526316211,0.9723048210144040,0.036025915294885600,0.2309238314628600
0.31,1727373991871,8i,11.192756461940000,4.2s : 11.4s,0.02243401169189990,0.03790606072548150,-0.03363688290119170,-0.045565009117126500,-0.0013405790086835600,0.005202174186706540,0.03607405349612240,0.010414868593215900,-0.03609261986692870,1.8035643941449200,3.00586248817786,0.9723981022834780,0.03608478605747220,0.23052164912223800
0.32,1727373991881,8i,11.192756461940000,4.2s : 11.4s,0.026643739046634200,0.0466231005567463,-0.0418735072016716,-0.044182028621435200,-0.013310156762599900,-0.008256793022155760,0.04485466331243520,0.009674608707427980,-0.03613161936820960,1.803290500477140,3.0062208402463800,0.9724599719047550,0.03612376004457470,0.23025500774383500
0.33,1727373991891,8i,11.192756461940000,4.2s : 11.4s,0.03250403204646500,0.04775397213314370,-0.057264335453510300,-0.05809944495558740,-0.025266151875257500,-0.010010242462158200,0.03947398439049720,0.02494075894355770,-0.03620228285247730,1.8029539955091600,3.0067990144883400,0.9725348353385930,0.03619437664747240,0.2299271523952480
0.34,1727373991901,8i,11.192756461940000,4.2s : 11.4s,0.030214328677053300,0.057796761903799100,-0.030237780883908300,-0.04939889535307880,-0.04003684222698210,-0.00024688243865966800,0.044591862708330200,0.03676915168762210,-0.0364556604123635,1.8026394635257600,3.0073193987330400,0.9725980162620540,0.03644758462905880,0.229619100689888
0.35,1727373991911,8i,11.192756461940000,4.2s : 11.4s,0.02880776272938550,0.06265304564458830,-0.007111315615475180,-0.05271506682038310,-0.03264177590608600,-0.009671270847320560,0.061695270240306900,0.005056113004684450,-0.03683907929034740,1.8022716157938800,3.007596206221490,0.9726686477661130,0.03683074563741680,0.22925807535648300
0.36,1727373991921,8i,11.192756461940000,4.2s : 11.4s,0.026224994706198500,0.044812025182817400,0.042325474321842200,-0.046361830085516000,-0.021204033866524700,-0.024842262268066400,0.03701706975698470,-0.004551500082015990,-0.03731717580722260,1.8018467497751100,3.0075123455958300,0.9727489352226260,0.03730851411819460,0.22884078323841100
0.37,1727373991931,8i,11.192756461940000,4.2s : 11.4s,0.015933179740310000,0.0535541339502625,0.1075580045580860,-0.028012115508317900,-0.011447275057435000,-0.026691079139709500,0.04550668224692350,-0.00920724868774414,-0.03784587773557910,1.8016179916675800,3.0068224572656200,0.9727818965911870,0.037836842238903000,0.2286137044429780
0.38,1727373991941,8i,11.192756461940000,4.2s : 11.4s,0.002659579668602050,0.07564371915909230,0.20561932027339900,-0.022660493850708000,-0.004354478325694800,-0.02891063690185550,0.06954435259103780,-0.007051974534988400,-0.03842104928402530,1.8014937299121100,3.005351092232920,0.9727887511253360,0.03841159865260120,0.2284877598285680
0.39,1727373991951,8i,11.192756461940000,4.2s : 11.4s,0.044546365070504000,0.08009861989112450,0.44642794132232700,0.03432556241750720,-0.005128925666213040,-0.02037656307220460,0.07641547918319700,-0.012698784470558200,-0.03937840348129670,1.8014878040541500,3.0022980973228600,0.9727538824081420,0.03936822712421420,0.228473499417305
0.4,1727373991961,8i,11.192756461940000,4.2s : 11.4s,0.10547895426226900,0.12456824338527700,0.7067857384681700,0.11248961091041600,-0.005724141839891670,-0.029327213764190700,0.11581441760063200,-0.03527297079563140,-0.040889499653996100,1.8020578363289500,2.9966922380127100,0.9725645184516910,0.04087810590863230,0.2290140688419340
0.41,1727373991971,8i,11.192756461940000,4.2s : 11.4s,0.16236649637944600,0.1750270093952600,0.914859414100647,0.1646721065044400,-0.03185481205582620,-0.06351274251937870,0.1505126655101780,-0.06282135844230650,-0.04301258090072800,1.803183762737260,2.9887761836141800,0.9722195863723760,0.04299931973218920,0.2300885021686550
0.42,1727373991981,8i,11.192756461940000,4.2s : 11.4s,0.20099730598089900,0.17856101063374000,0.9613789916038510,0.16787855327129400,-0.026505853980779600,-0.0656358003616333,0.1480410397052770,-0.07523182034492490,-0.04556300546952550,1.8045501639266400,2.979578042037790,0.9717941880226140,0.0455472432076931,0.23139050602912900
0.43,1727373991991,8i,11.192756461940000,4.2s : 11.4s,0.2208978772936890,0.13996857605201100,0.8910592198371890,0.1173887550830840,-0.02891548164188860,-0.018501102924346900,0.13475939631462100,-0.03299722075462340,-0.047998322085398700,1.805521416924960,2.970641539355810,0.9714584350585940,0.047979895025491700,0.2323078215122220
0.44,1727373992001,8i,11.192756461940000,4.2s : 11.4s,0.238397245270234,0.11824887724250000,0.9368826150894170,0.09862198680639270,-0.00571455480530858,0.011799395084381100,0.115239217877388,0.02373802661895750,-0.05024826180560940,1.8060945013149400,2.9618808054352600,0.9712176322937010,0.05022712051868440,0.2328387349843980
0.45,1727373992011,8i,11.192756461940000,4.2s : 11.4s,0.28479239070150600,0.1597572545208380,1.2399100065231300,0.18400800228118900,-0.00174404785502702,0.0010736584663391100,0.15615329146385200,0.03372502326965330,-0.052748752017590700,1.8068717856992000,2.9514706498425100,0.9709112644195560,0.05272429436445240,0.23356349766254400
0.46,1727373992021,8i,11.192756461940000,4.2s : 11.4s,0.35818137668601000,0.2661564081070070,1.659479022026060,0.3048177659511570,-0.015667853876948400,-0.05749690532684330,0.25699135661125200,0.038584738969802900,-0.05622495620285200,1.8085292163831600,2.93735673266619,0.9703388810157780,0.05619533732533460,0.23512782156467400
0.47,1727373992031,8i,11.192756461940000,4.2s : 11.4s,0.4260766191437870,0.3760991893514090,1.9142216444015500,0.3836992681026460,-0.04752112179994580,-0.11745268106460600,0.34712088108062700,0.08463191986083980,-0.06076873200923720,1.8110363290090000,2.9199004399448100,0.969488263130188,0.06073133647441860,0.23749659955501600
0.48,1727373992041,8i,11.192756461940000,4.2s : 11.4s,0.4768961388725680,0.4149287675851650,2.0413413047790500,0.3912522494792940,-0.06547296047210690,-0.13725829124450700,0.3401091992855070,0.19404065608978300,-0.06606683075384250,1.8136983784896900,2.900743657375590,0.9685266613960270,0.06601878255605700,0.2399958223104480
0.49,1727373992051,8i,11.192756461940000,4.2s : 11.4s,0.5100836517611030,0.4242230349144770,2.077636241912840,0.4180143475532530,-0.06956996768713000,-0.1418498158454900,0.2920001149177550,0.27309292554855300,-0.07169354747896440,1.8163840488977400,2.880799969873180,0.9675031900405880,0.07163214683532720,0.24250198900699600
0.5,1727373992061,8i,11.192756461940000,4.2s : 11.4s,0.5177752255860790,0.44119762988562900,2.010526418685910,0.45234036445617700,-0.0752616748213768,-0.17565369606018100,0.3193656802177430,0.2486095130443570,-0.07737901431991730,1.8192454141520000,2.861082457901650,0.9663946032524110,0.07730182260274890,0.2451651692390440
0.51,1727373992071,8i,11.192756461940000,4.2s : 11.4s,0.5023503243580720,0.48768354364156100,1.953850507736210,0.47522199153900100,-0.13739535212516800,-0.24826741218566900,0.3078969419002530,0.28530335426330600,-0.08325148862966300,1.8223558861899500,2.842115730247080,0.9651711583137510,0.08315535634756090,0.2480526715517040
0.52,1727373992081,8i,11.192756461940000,4.2s : 11.4s,0.49043028608851000,0.5716746314328710,1.9857957363128700,0.534657895565033,-0.1838717758655550,-0.3087348937988280,0.3521086275577550,0.32789352536201500,-0.08973852073732900,1.8257574887200300,2.823422537200030,0.963779628276825,0.08961812406778340,0.2511930465698240
0.53,1727373992091,8i,11.192756461940000,4.2s : 11.4s,0.4804923698947660,0.646380583019832,1.9217844009399400,0.5637001991271970,-0.23700450360775000,-0.3260036110877990,0.4453539252281190,0.33643630146980300,-0.09672806069686920,1.8295599543910300,2.8048660279013100,0.9621884822845460,0.09657729417085650,0.254689484834671
0.54,1727373992101,8i,11.192756461940000,4.2s : 11.4s,0.47744826802681400,0.6634890605374590,1.8424440622329700,0.6063483357429500,-0.3074283301830290,-0.31194961071014400,0.4168965220451360,0.4112206995487210,-0.10415051187904000,1.8335997408999400,2.78735348303277,0.9604331254959110,0.10396232455968900,0.25838109850883500
0.55,1727373992111,8i,11.192756461940000,4.2s : 11.4s,0.4911212885046550,0.6790132081492120,1.824515700340270,0.6927644610404970,-0.42273229360580400,-0.2956598997116090,0.4185105562210080,0.4455256164073940,-0.1124422326173520,1.838278562484290,2.7705120718619100,0.9583489894866940,0.11220544576644900,0.2626349627971650
0.56,1727373992121,8i,11.192756461940000,4.2s : 11.4s,0.5217499730295530,0.7281985839143890,1.8801419734954800,0.7772170305252080,-0.540592610836029,-0.288735568523407,0.4913804829120640,0.45326611399650600,-0.12197417190477500,1.8436547877497500,2.7539445673601800,0.9558498859405520,0.12167194485664400,0.267483115196228
0.57,1727373992131,8i,11.192756461940000,4.2s : 11.4s,0.584680298587532,0.7627273013854310,2.122220993041990,0.8849927186965940,-0.6511566638946530,-0.2768130302429200,0.49918118119239800,0.5059106945991520,-0.13313939554171300,1.849686308027370,2.7362857779391800,0.9528539180755620,0.1327463984489440,0.27285251021385200
0.58,1727373992141,8i,11.192756461940000,4.2s : 11.4s,0.6778365261958650,0.7898075974593070,2.4547839164733900,1.0289318561554000,-0.7424280047416690,-0.273512601852417,0.5419892072677610,0.5052074790000920,-0.14616812216036800,1.856443760941050,2.7161236339083900,0.9492479562759400,0.14564819633960700,0.2787739336490630
0.59,1727373992151,8i,11.192756461940000,4.2s : 11.4s,0.7912222056790890,0.8191022596594220,2.832848072052000,1.1913026571273800,-0.8463280200958250,-0.2905873656272890,0.5979796648025510,0.47844311594963100,-0.1613252266538250,1.8639749856698400,2.6927708010896900,0.9448994994163510,0.1606263667345050,0.2852441966533660
0.6,1727373992161,8i,11.192756461940000,4.2s : 11.4s,0.898555079138527,0.8697867475746010,3.0868067741394000,1.2938902378082300,-0.9301379919052120,-0.30010634660720800,0.6636877059936520,0.47537752985954300,-0.17850642467172900,1.8720171934856700,2.6665721502389400,0.9398004412651060,0.17755992710590400,0.29197198152542100
0.61,1727373992171,8i,11.192756461940000,4.2s : 11.4s,0.9961038349096420,0.8716270251420290,3.2688252925872800,1.346306562423710,-1.0167573690414400,-0.26714956760406500,0.6656584739685060,0.4952409267425540,-0.19734494115574500,1.88002229997854,2.6385958958497600,0.9340807795524600,0.1960664987564090,0.29841476678848300
0.62,1727373992181,8i,11.192756461940000,4.2s : 11.4s,1.0750179476565500,0.8252852071573210,3.318582534790040,1.3432300090789800,-1.1126593351364100,-0.19417589902877800,0.6335519552230840,0.4919383227825170,-0.217634086277725,1.8875582616435200,2.6098468377143400,0.927833616733551,0.2159201204776760,0.304143488407135
0.63,1727373992191,8i,11.192756461940000,4.2s : 11.4s,1.130113659766150,0.8036900864642090,3.2896535396575900,1.3342604637146000,-1.2282048463821400,-0.12603729963302600,0.632599949836731,0.47942638397216800,-0.2391338731239600,1.8945136297787800,2.5814092388250100,0.9210813641548160,0.2368612289428710,0.30904126167297400
0.64,1727373992201,8i,11.192756461940000,4.2s : 11.4s,1.1715502240311200,0.764723095861349,3.278592109680180,1.324427843093870,-1.348865032196050,-0.06711822748184200,0.5917271375656130,0.4797452986240390,-0.2618565110690520,1.9008776938341200,2.5536022683852900,0.9137675166130070,0.25887420773506200,0.3130711615085600
0.65,1727373992211,8i,11.192756461940000,4.2s : 11.4s,1.2054133481179000,0.7228863949521980,3.3126440048217800,1.3519411087036100,-1.4976345300674400,-0.044429659843444800,0.5589369535446170,0.45626771450042700,-0.28607471684240800,1.906798473174450,2.526106570523310,0.9057120680809020,0.28218865394592300,0.31631550192832900
0.66,1727373992221,8i,11.192756461940000,4.2s : 11.4s,1.2366237614618200,0.722892690343436,3.3842828273773200,1.3709161281585700,-1.643026351928710,-0.038090646266937300,0.555444061756134,0.46109092235565200,-0.3119890852968430,1.9123037842416600,2.4985584868274600,0.8967637419700620,0.3069522976875310,0.31874021887779200
0.67,1727373992231,8i,11.192756461940000,4.2s : 11.4s,1.28409138856334,0.7637008407899510,3.586444616317750,1.4026798009872400,-1.7851160764694200,-0.019526004791259800,0.5442651510238650,0.5353813171386720,-0.33983234434300300,1.9170649960319200,2.4701569389719600,0.8868509531021120,0.3333290219306950,0.3199808895587920
0.68,1727373992241,8i,11.192756461940000,4.2s : 11.4s,1.3430204069334600,0.8183982150331510,3.7761733531951900,1.473940134048460,-1.9094702005386400,-0.006003856658935550,0.5659216046333310,0.591161847114563,-0.36972077533101500,1.9210047339634600,2.4400464853228000,0.8758310675621030,0.36135509610176100,0.3199101686477660
0.69,1727373992251,8i,11.192756461940000,4.2s : 11.4s,1.4139573515989500,0.8933573816904240,3.9908993244171100,1.5642900466918900,-2.0670828819274900,0.0010899901390075700,0.6076096296310430,0.6549021005630490,-0.4017697412467130,1.92416301484632,2.4081495228495200,0.8635036945343020,0.39104777574539200,0.3185020387172700
0.7,1727373992261,8i,11.192756461940000,4.2s : 11.4s,1.4858725111364200,0.9521708894053110,4.150099754333500,1.6554687023162800,-2.184765338897710,0.004216253757476810,0.6635781526565550,0.682843804359436,-0.43582796214335700,1.926602570529860,2.3743765473326500,0.8497418165206910,0.4221611022949220,0.31578314304351800
0.71,1727373992271,8i,11.192756461940000,4.2s : 11.4s,1.560779228779210,0.9865434172383690,4.3341240882873500,1.689424991607670,-2.347824811935430,0.03225785493850710,0.6459023952484130,0.7450083494186400,-0.47184581202021200,1.9278172063936700,2.338898787328080,0.8345635533332830,0.454531192779541,0.3112967312335970
0.72,1727373992281,8i,11.192756461940000,4.2s : 11.4s,1.6257068885518600,1.013707066280100,4.409645080566410,1.6552313566207900,-2.500481605529790,0.10546290874481200,0.6894230842590330,0.7356462478637700,-0.5098390907723960,1.92721497331026,2.3020569718649000,0.8179684281349180,0.4880368113517760,0.30454567074775700
0.73,1727373992291,8i,11.192756461940000,4.2s : 11.4s,1.684053430597270,1.0593123828286500,4.313999652862550,1.6043949127197300,-2.64965558052063,0.269713819026947,0.7208032608032230,0.7279009819030760,-0.5490090407064130,1.9249239643608200,2.2650246546715600,0.800110399723053,0.5218421816825870,0.29581138491630600
0.74,1727373992301,8i,11.192756461940000,4.2s : 11.4s,1.7391889408876700,1.065178360563380,4.250212669372560,1.557900071144100,-2.7878012657165500,0.424577534198761,0.6442499160766600,0.734357476234436,-0.589224723069716,1.9210981304109200,2.228555922625310,0.7808820009231570,0.5557166337966920,0.2853112816810610
0.75,1727373992311,8i,11.192756461940000,4.2s : 11.4s,1.7766912774422800,1.0294552992273400,4.29620361328125,1.4936885833740200,-2.956026315689090,0.47874343395233200,0.5736666917800900,0.7081592082977300,-0.6307366065260320,1.915164956395120,2.191535672447430,0.7601786255836490,0.5897397994995120,0.272645503282547
0.76,1727373992321,8i,11.192756461940000,4.2s : 11.4s,1.8053339722268900,0.9949824533178910,4.402439117431640,1.4485338926315300,-3.103771924972530,0.5067452192306520,0.5665362477302550,0.6420561075210570,-0.673832082492073,1.906235249396630,2.152626874007370,0.7378836274147030,0.6239851117134090,0.2572360336780550
0.77,1727373992331,8i,11.192756461940000,4.2s : 11.4s,1.83056377197216,1.0023549604581200,4.452612400054930,1.400042176246640,-3.2449207305908200,0.5589280128479000,0.5669951438903810,0.6089593172073360,-0.7181744987256880,1.8941852297200800,2.11152152484357,0.7139754295349120,0.6580111384391790,0.2392922341823580
0.78,1727373992341,8i,11.192756461940000,4.2s : 11.4s,1.8612943494390400,1.0570733972672100,4.536498069763180,1.3769583702087400,-3.3776142597198500,0.6156904101371770,0.5062751173973080,0.6942729949951170,-0.7636189158227440,1.8783330980673900,2.067463264027130,0.6884477734565740,0.6915400624275210,0.21866042912006400
0.79,1727373992351,8i,11.192756461940000,4.2s : 11.4s,1.8670162834802700,1.0901142928327200,4.452739715576170,1.2904469966888400,-3.503175973892210,0.6525701284408570,0.46877163648605300,0.7367187738418580,-0.8096838003187380,1.858806710611730,2.02102841077867,0.6613183617591860,0.7240691184997560,0.19591376185417200
0.8,1727373992361,8i,11.192756461940000,4.2s : 11.4s,1.880265307815520,1.1503750596602000,4.5699615478515600,1.232528805732730,-3.6121761798858600,0.693604052066803,0.4334023594856260,0.8089737892150880,-0.856210022413806,1.8342795575371800,1.9708293523462500,0.632689893245697,0.7553644180297850,0.17067110538482700
0.81,1727373992371,8i,11.192756461940000,4.2s : 11.4s,1.9045807569890700,1.1569035631762800,4.674333095550540,1.1805086135864300,-3.7242650985717800,0.7568419575691220,0.49061208963394200,0.7245107889175420,-0.9031517409194180,1.8030266153988600,1.9146100861753700,0.6025176644325260,0.7852821946144100,0.14249372482299800
0.82,1727373992381,8i,11.192756461940000,4.2s : 11.4s,1.907900511157180,1.1500169855545500,4.658168315887450,1.105331301689150,-3.8502607345581100,0.7729531526565550,0.5137845873832700,0.6790492534637450,-0.950068918773785,1.7642171282634000,1.851764992824610,0.5707815289497380,0.8134555816650390,0.11179870367050200
0.83,1727373992391,8i,11.192756461940000,4.2s : 11.4s,1.8843447547943000,1.1652723411838100,4.512746810913090,0.9969142079353330,-3.9760568141937300,0.8014962673187260,0.49402666091918900,0.6865864992141720,-0.9964468712880590,1.7179602921084200,1.7831067023124800,0.5374166369438170,0.8395459055900570,0.07966429740190510
0.84,1727373992401,8i,11.192756461940000,4.2s : 11.4s,1.8512470638685900,1.225995893934160,4.289229869842530,0.8986132144927980,-4.08043909072876,0.8855864405632020,0.4945489764213560,0.6886391639709470,-1.0417730057191300,1.6642144325854600,1.7088693252382600,0.5024903416633610,0.8633003830909730,0.047078728675842300
0.85,1727373992411,8i,11.192756461940000,4.2s : 11.4s,1.8039548703482700,1.257432525567300,4.020488262176510,0.77972412109375,-4.167247295379640,0.9584574699401860,0.4487321972846990,0.6790693998336790,-1.0855619277788800,1.6026502465682100,1.6288441880762600,0.4661792516708370,0.8845656514167790,0.014854660257697100
