timestamp,club,max_speed,tempo,speed,acc,rotation.x,rotation.y,rotation.z,userAcceleration.x,userAcceleration.y,userAcceleration.z,pitch,roll,yaw,gravity.x,gravity.y,gravity.z,lsp
1727346049863,9i,12.21163947869237,2.8s : 4.4s,0.08170889026728756,0.07183169501647228,0.6386174559593201,0.46742814779281616,0.1804184466600418,0.04999685287475586,0.048026978969573975,0.018802031874656677,-0.7238233597029314,1.7884320657875903,2.551323325440668,0.7316039800643921,0.662254273891449,0.16178561747074127,0.0002410247877752213
1727346049873,9i,12.21163947869237,2.8s : 4.4s,0.15089683669820061,0.04660688141470478,0.6380409002304077,0.4708434045314789,0.1612069457769394,0.04058712720870972,0.016578853130340576,-0.015812277793884277,-0.7235788269539298,1.7872684490464947,2.5425269991932216,0.731950044631958,0.6620710492134094,0.16096900403499603,0.0005596134901135917
1727346049883,9i,12.21163947869237,2.8s : 4.4s,0.21033818614373623,0.057502096615845925,0.6425659656524658,0.4822182059288025,0.1413140892982483,0.032340943813323975,-0.013593614101409912,-0.045560598373413086,-0.7235254991173706,1.7862073618573908,2.533743695143453,0.7321548461914062,0.6620310544967651,0.16019979119300842,0.0008962612223246479
1727346049893,9i,12.21163947869237,2.8s : 4.4s,0.26035973933535905,0.08503801190454564,0.6402391195297241,0.4835447072982788,0.11871103197336197,0.030680477619171143,-0.04383057355880737,-0.06609880924224854,-0.7236804317111366,1.7852158816588493,2.5250034890746607,0.7322131395339966,0.6621471643447876,0.15945197641849518,0.0012907029246546113
1727346049903,9i,12.21163947869237,2.8s : 4.4s,0.3015334718743472,0.11583922253666126,0.6348682045936584,0.4720490872859955,0.10265850275754929,0.035411179065704346,-0.07118892669677734,-0.08424316346645355,-0.7240054989900016,1.7842801665923913,2.5163925397005023,0.7321516275405884,0.6623907089233398,0.1587211638689041,0.001884232202818975
1727346049913,9i,12.21163947869237,2.8s : 4.4s,0.33611408338439186,0.13876811683329346,0.6406108140945435,0.4590608477592468,0.09340215474367142,0.04391133785247803,-0.09225982427597046,-0.09389626979827881,-0.7244516307359111,1.7832322758387018,2.50780054609704,0.7320285439491272,0.6627249121665955,0.15789151191711426,0.0028126096448779464
1727346049923,9i,12.21163947869237,2.8s : 4.4s,0.3641982205332648,0.1589765932205827,0.6338901519775391,0.4455062448978424,0.09251751750707626,0.053583621978759766,-0.11095750331878662,-0.10045289993286133,-0.7249483156375836,1.7820487920143055,2.4992126181293726,0.731893002986908,0.6630967855453491,0.1569560319185257,0.0041332706211689215
1727346049933,9i,12.21163947869237,2.8s : 4.4s,0.3855882942904194,0.1747083342932714,0.607215166091919,0.440153032541275,0.08897604048252106,0.06205189228057861,-0.12433284521102905,-0.1058957427740097,-0.7254084678986383,1.780920532309525,2.4908635076237946,0.7317713499069214,0.6634411215782166,0.15606655180454254,0.005849642467202808
1727346049943,9i,12.21163947869237,2.8s : 4.4s,0.4016629745141435,0.17677153438122084,0.5795400142669678,0.44040825963020325,0.09471019357442856,0.06536388397216797,-0.12599223852157593,-0.10536457598209381,-0.7257907971803841,1.7800164900217064,2.482872495615654,0.7316635847091675,0.6637271642684937,0.1553521603345871,0.007911379774209934
1727346049953,9i,12.21163947869237,2.8s : 4.4s,0.42190809251263434,0.17660431379961017,0.5443599224090576,0.6280316710472107,-0.08988042175769806,0.06908220052719116,-0.12490499019622803,-0.10399748384952545,-0.7265406391507283,1.779895163794146,2.4753803582626848,0.7311953902244568,0.664287805557251,0.15516003966331482,0.010264748786180595
1727346049963,9i,12.21163947869237,2.8s : 4.4s,0.4633002363153629,0.17642522296358032,0.5319860577583313,0.9607495665550232,-0.7347391843795776,0.083712637424469,-0.11829257011413574,-0.10062266886234283,-0.7264926573695736,1.7787975630013417,2.4679537878524815,0.731396496295929,0.664251983165741,0.1543639898300171,0.01286669263466663
1727346049973,9i,12.21163947869237,2.8s : 4.4s,0.4892373961431046,0.1582643531787751,0.5515956878662109,0.6539462208747864,-0.6827889084815979,0.030062377452850342,-0.12238049507141113,-0.09574379026889801,-0.7262662454673939,1.7783642230545755,2.460844857634622,0.7316104769706726,0.6640827059745789,0.15407802164554596,0.015585309517094309
1727346049983,9i,12.21163947869237,2.8s : 4.4s,0.46393018408219466,0.19123737391288048,0.522606372833252,0.16565649211406708,0.039257023483514786,0.14819705486297607,-0.0836830735206604,-0.08721530437469482,-0.7266117587803986,1.7785973744985304,2.4541189123732514,0.7313500046730042,0.6643409729003906,0.15420125424861908,0.018497238951033425
1727346049993,9i,12.21163947869237,2.8s : 4.4s,0.4502504818421678,0.17786288932861832,0.4705447554588318,0.345424622297287,0.13514865934848785,0.1320396065711975,-0.07451462745666504,-0.09299634397029877,-0.7267983849868381,1.7783165654566746,2.4475219046860035,0.7312721610069275,0.664480447769165,0.1539703607559204,0.021537108627043396
1727346050003,9i,12.21163947869237,2.8s : 4.4s,0.44020791880230437,0.1559382681891353,0.4626917541027069,0.36031538248062134,0.13073721528053284,0.0733746886253357,-0.08701413869857788,-0.10659004747867584,-0.7264545993951896,1.777519651178798,2.441033262675308,0.7316178679466248,0.6642234921455383,0.1534343808889389,0.02460121369536164
1727346050013,9i,12.21163947869237,2.8s : 4.4s,0.4271168620258092,0.17541623417515623,0.4549177289009094,0.2861303687095642,0.14296405017375946,0.11568617820739746,-0.08710712194442749,-0.09899450838565826,-0.7260891632853087,1.776372063588411,2.4346236780470063,0.732030987739563,0.6639502644538879,0.15264421701431274,0.02777585186553029
1727346050023,9i,12.21163947869237,2.8s : 4.4s,0.4143701146823096,0.16976225234704795,0.44405895471572876,0.25982534885406494,0.1389571875333786,0.09678244590759277,-0.09659081697463989,-0.10061110556125641,-0.7256713521047341,1.7749602846440489,2.428377347783398,0.7325173616409302,0.6636378169059753,0.15166683495044708,0.03100528355338871
1727346050033,9i,12.21163947869237,2.8s : 4.4s,0.4024836142033015,0.16996116239546974,0.4395347833633423,0.2365860491991043,0.13672120869159698,0.09098184108734131,-0.10296040773391724,-0.10004127025604248,-0.7252521006154705,1.773314765388932,2.422211111641217,0.7330384850502014,0.6633241176605225,0.15051722526550293,0.034279293619942794
1727346050043,9i,12.21163947869237,2.8s : 4.4s,0.3925654106314122,0.1683863697640804,0.4390757083892822,0.22880429029464722,0.14300017058849335,0.08019715547561646,-0.11095035076141357,-0.09804287552833557,-0.7247958687372013,1.771547366665939,2.4160747256699344,0.7335996627807617,0.6629826426506042,0.14928169548511505,0.037582432098380976
1727346050053,9i,12.21163947869237,2.8s : 4.4s,0.38394951849579384,0.1694860242771411,0.429676353931427,0.2279701828956604,0.14848841726779938,0.07431936264038086,-0.11638671159744263,-0.0982663631439209,-0.7242515681455118,1.7697998415443827,2.4099871105572874,0.7342132925987244,0.6625750660896301,0.14807085692882538,0.04091286696244415
1727346050063,9i,12.21163947869237,2.8s : 4.4s,0.37523769423105546,0.16913554324971783,0.40980738401412964,0.22306446731090546,0.1507408171892166,0.07497650384902954,-0.11936110258102417,-0.09347878396511078,-0.7236391241496772,1.768158902942343,2.4041301417442376,0.734853208065033,0.6621162295341492,0.14694543182849884,0.04426458397044601
1727346050073,9i,12.21163947869237,2.8s : 4.4s,0.3659497911008615,0.1707180456875961,0.39336901903152466,0.20148567855358124,0.16578181087970734,0.07879501581192017,-0.12288689613342285,-0.08851444721221924,-0.7229076609248043,1.7665290159882896,2.3984681394392853,0.7355664372444153,0.6615678668022156,0.14584164321422577,0.04763895543872649
1727346050083,9i,12.21163947869237,2.8s : 4.4s,0.3565723440312771,0.17256004721007068,0.38331273198127747,0.17585480213165283,0.17835181951522827,0.08672589063644409,-0.1213410496711731,-0.08678674697875977,-0.7220064075528515,1.7647504296198953,2.3929326629362278,0.7364094257354736,0.6608917713165283,0.1446479856967926,0.05103918437913898
1727346050093,9i,12.21163947869237,2.8s : 4.4s,0.34475495700027553,0.16973439340593724,0.34904929995536804,0.14358393847942352,0.18312101066112518,0.09189736843109131,-0.11655116081237793,-0.08234357833862305,-0.720971867435499,1.7628291971288295,2.3876709726843455,0.7373567223548889,0.6601150035858154,0.1433633267879486,0.05445733403530218
1727346050103,9i,12.21163947869237,2.8s : 4.4s,0.33517414134595436,0.1647397530112386,0.2945411205291748,0.31169241666793823,-0.007142230868339539,0.09114766120910645,-0.11442667245864868,-0.07574844360351562,-0.720276696608036,1.7615894602190136,2.3831247954301484,0.737984299659729,0.6595926880836487,0.14253608882427216,0.0578862834599733
1727346050113,9i,12.21163947869237,2.8s : 4.4s,0.35605492888221874,0.15273807540565118,0.2732427716255188,0.845027506351471,-0.8087188601493835,0.061498165130615234,-0.11957138776779175,-0.07245397567749023,-0.7187989981117467,1.7596072389112807,2.3788342316541735,0.73922199010849,0.6584812998771667,0.14125575125217438,0.06130971254473442
1727346050123,9i,12.21163947869237,2.8s : 4.4s,0.40265530776785935,0.1503451189188653,0.2593187987804413,0.8848841786384583,-0.9322063326835632,0.010383248329162598,-0.1361401081085205,-0.06294214725494385,-0.7164059787588409,1.7575946015740234,2.37468886092116,0.7410510182380676,0.6566784381866455,0.1400599181652069,0.06470328105017205
1727346050133,9i,12.21163947869237,2.8s : 4.4s,0.36988068890388365,0.15906876047132415,0.24433666467666626,0.12948064506053925,-0.02948954701423645,0.09933972358703613,-0.1140565276145935,-0.04925036430358887,-0.7151265854840603,1.7564938804085126,2.3710608685651593,0.7420298457145691,0.6557130217552185,0.13939915597438812,0.06809613933922466
1727346050143,9i,12.21163947869237,2.8s : 4.4s,0.3273085601915542,0.16730942906897356,0.21120740473270416,0.02258943021297455,0.21832367777824402,0.12347322702407837,-0.10242408514022827,-0.04749856889247894,-0.714129846039706,1.7554726878869022,2.367735630923693,0.7428140044212341,0.6549600958824158,0.13876128196716309,0.07149348032540544
1727346050153,9i,12.21163947869237,2.8s : 4.4s,0.2951701402432092,0.13905662081085968,0.1872115284204483,0.05748269706964493,0.19444099068641663,0.06498819589614868,-0.10973256826400757,-0.05542600154876709,-0.7125148608651097,1.7539511596677015,2.364622821762114,0.7440632581710815,0.6537388563156128,0.13782337307929993,0.07487180269649842
1727346050163,9i,12.21163947869237,2.8s : 4.4s,0.26571337225190356,0.1472441826749222,0.1483556181192398,0.02871399186551571,0.19401387870311737,0.090334951877594,-0.10757529735565186,-0.0441361665725708,-0.7109354654661176,1.7525749592097488,2.3619635646081347,0.7452667951583862,0.6525428891181946,0.13698574900627136,0.07823799843322085
1727346050173,9i,12.21163947869237,2.8s : 4.4s,0.2377306171841577,0.1385583990929467,0.11038904637098312,-0.016196757555007935,0.20504656434059143,0.06859195232391357,-0.11196374893188477,-0.044245824217796326,-0.7093779847158477,1.7515151006446383,2.3598559767138,0.7464104890823364,0.6513619422912598,0.13637830317020416,0.08158349374744032
1727346050183,9i,12.21163947869237,2.8s : 4.4s,0.21500311970715233,0.13565432947399322,0.08473461866378784,-0.10677912086248398,0.26430243253707886,0.06569135189056396,-0.1096808910369873,-0.04535245895385742,-0.7077781116499289,1.7508467353954846,2.358240652428629,0.7475257515907288,0.6501471400260925,0.13606584072113037,0.08490709433387898
1727346050193,9i,12.21163947869237,2.8s : 4.4s,0.1926665343716434,0.13018133210546953,0.06041010469198227,-0.23634643852710724,0.3798820376396179,0.07053256034851074,-0.09984070062637329,-0.04476797580718994,-0.7062350658309821,1.7504987660565061,2.3570439125576192,0.7485591769218445,0.6489740014076233,0.1359848529100418,0.08820572793354454
1727346050203,9i,12.21163947869237,2.8s : 4.4s,0.1906858215557848,0.12165805770001623,0.05419288948178291,-0.31189000606536865,0.5126027464866638,0.07428759336471558,-0.08555567264556885,-0.044297441840171814,-0.7047883379898164,1.7503394557274838,2.3560891156002,0.7495039105415344,0.6478726267814636,0.13603313267230988,0.0914506395352016
1727346050213,9i,12.21163947869237,2.8s : 4.4s,0.21013936507569186,0.11070326724428313,0.04178415611386299,-0.3173716068267822,0.6025904417037964,0.07014155387878418,-0.07497578859329224,-0.041400566697120667,-0.7034596179603372,1.7501988565757391,2.3552069903348705,0.750369131565094,0.646859884262085,0.13608120381832123,0.09459081661584967
1727346050223,9i,12.21163947869237,2.8s : 4.4s,0.23563473941497576,0.09751396854563034,0.02492268569767475,-0.19884425401687622,0.606721043586731,0.05698126554489136,-0.06832897663116455,-0.03991566598415375,-0.7023076465201368,1.750035884799127,2.35439662725248,0.7511242628097534,0.645980954170227,0.1360917091369629,0.09758249782829904
